review,sentiment
"Way too much of abusive demeaning and insulting words about mothers and sisters! Even family people are cursing all the time in front of younger generation. No decency at all! I have never heard so much of curse words in my whole life what was spoken in a few episodes of this show. Why did the producers and seniors actors let that happen? Do they really talk like that in their homes?? Are they scared, desperate or too apologetic to their own children for whatever reasons? Disgusting, obscene, disappointing with so many flaws ... hero doesn't have a cell phone for weeks, mother informs the son when father is going into operation theatre for his liver transplant, hero's best friend keeps getting them all into trouble, ruining his friend's career and justifying it saying ,"" he does these stupidity because he thinks from his heart. On top of that hero is so dumb, he thinks response to every set back is violence, a flash back of his dad's dialogue makes him do violent crimes. Wow! Way too away from the reality. This is what happens when  hurt and angry kids with no real life experiences from protected families get into their debut adventure of DIRECTING. Bad dialogues, unbelievable situations, delusional characters and of course very bad language blahh. Is everybody in the bollywood really that manipulative, crude, mean, sad and with no moral values? You did a good job in turning a beautiful fantasy and dreamland into stinking gutter for all the prople who loved and were inspired by bollywood.",0
"What an amazing series. I never felt dull for a single second. I can't remember how the time goes! This proves how good was this series. I found very few series or movies where every character gets such equal chance, contribution and impact. Hats off to Aryan Khan who has given every characters proper space and build up. When I was watching the series, trust me, I didn’t think that was his very first work. It looks like a very professional and well directed series. He must get a huge shout out for it.
Outstanding🔥🔥",1
"Just binged The Bads of Bollywood and wow, what a debut!

Aryan Khan doesn’t play safe here. The show is bold, messy, and unapologetically fun. What I loved most is how it flips the mirror on Bollywood itself  nepotism, power games, stardom it’s all served with satire, not sermons.

The cameos are hilarious, the production is slick, and the writing has that “wink at the audience” energy. Sure, it stumbles at times with too much happening at once, but that’s also part of its chaotic charm.

For me, it’s less about perfection and more about a fresh voice daring to poke fun at an industry that usually takes itself too seriously. And on that front, it totally delivers.",1
"Absolutely horrible and garbage. What a lost opportunity. He had the privilege of calling the entire Bollywood and they make this filth. First things first, there was NO STORY, the script is so loose and so bad that it’s almost as repelling and repulsive as diarrhea.  The acting was so unconvincing and fake and artifical that I don’t know whether to blame the decent actors who played a role or the nepo director who couldn’t extract ANYTHING out of these actors. A lot of the scenes were straight out of cringetown and shameville with a “suspense” so pathetic anyone who could see the directionless path this show was heading towards would be able to tell the cliched and SAD so called “suspense” 

I am just alarmed at how much we as a nation have started celebrating mediocrity. Whether it is the Blind fan following of actors who just CANT act, to looking upto “influencers” who do NOTHING (Orry livers) to musicians who HAVE NO IDEA ABOUT MUSIC to so called “VIPS or builders” who are actually destroyers and have got free money falling into their lap for doing NOTHING. While doing so we are ignoring hardworking, talented, intelligent people with substance in this country just because they do not have a famous surname attached to their name.  Shameful if this is the direction this country is headed in then I’m ashamed to say it but this country has a dark future. STOP celebrating and elevating mediocrity and appreciate hardworking, talented, intelligent people with potential before it’s too late to save this country from shame and mockery.",0
"Full pesa vasool
Aryan khan's Direction 🔥
The cast acted so well 🫶🏻
A must watch series.


well.Shah Rukh Khan Sir's scene is my most favorite part in The Ba***ds Of Bollywood. I am watching on loop. His dialogues, smile, Humour,... He

d Lakshya Raghav Mona Singh,Manoj pahwa Arjun Kapoor Karan Johar Shahrukh Khan (KING of Bollywood) Bobby Deol Ranveer Singh Arshad Warsi Salman Khan Amir Khan Disha Patani Superb.



A must watch series of 2025",1
"Delhi ke launde ke launde aryan ne delhi walon ki saari galiya dialogue mein piroo piroo ke bhari hai specially introduction of his father shahrukh in series "" Ghante ka Badshah "" really impressive this series has masala like shahrukh om shanti om, ddlj and lots of other movies and suspense till last episode mainted by Aryan as it is his first film as writer, director & dialogue writer he worked hard to make the series entertaining with comedy ka tadka, action, all gaali galoz etc. All character in movie played their given role with hardwork like Aasmaan, ajay talwar, parvez and chacha as well so this adult series can be seen without childrens at Netflix.... Beta Aryan keep it up and focus on the field you choosen but not acting.",1
"it is  an absolutely fantastic experience! 🎬✨

From start to finish, the film kept me engaged with its powerful storytelling, stunning visuals, and brilliant performances. The direction was smooth, the background score perfectly matched the mood, and every scene was crafted beautifully.

The actors delivered outstanding performances, making the characters feel real and relatable. I especially loved how the movie balanced entertainment with emotion — it had laughter, drama, and heart-touching moments all in one. 💖",1
"Bads of Bollywood is an exceptionally well-crafted and engaging Netflix series. I found myself so captivated that I watched it in a single sitting. The balance of dialogue, action, storyline, and suspense was executed to perfection, making it an absolute treat for viewers.
Heartfelt good wishes to Aryan Khan, son of the legendary Shahrukh Khan, on this remarkable achievement. This series is a strong beginning, and I look forward to witnessing more of his creative journey.",1
"Man, I watched the entire Bads of Bollywood* and in one word — totally entertaining! Raghav genuinely has taken the show and his talent on a different level. What I loved the most is honesty. The chemistry and timing between them were impressive. No words just speechless. I just finished watching Aryan Khan’s debut series The Bads of Bollywood and wow—what a ride! This isn’t your typical glossy Bollywood drama; it’s a sharp, bold, and unapologetic satire that pulls you straight into the madness of the industry.",1
"Honest Review

I started watching this series and stopped after just 10 minutes—the scenes felt completely off and full of overacting. These days even Indian TV serials have sharper dialogue and smoother scene transitions. Out of curiosity, I checked YouTube reviews and was surprised to see mostly positive feedback, especially about Imran Hashmi’s performance, so I gave it another shot—this time at 3× speed—just to see what was supposedly so special.
	1.	Star power wasted – Big names like Aamir Khan, Salman Khan, and Imran Hashmi are brought in, but none of them have any meaningful impact. Imran’s scenes are mildly funny at best but still unrealistic.
	2.	Illogical storytelling – Many scenes simply don’t make sense.
	3.	Choppy editing – Weird, abrupt cuts ruin the flow.
	4.	Weak dialogue – The lines are flat and often cringe-worthy.
	5.	Unoriginal ending – The final sequence is clearly lifted from Our Fault (the car scene and the siblings reveal), offering nothing fresh.

Overall, this Netflix “Bollywood badass” series leans on celebrity cameos and hype instead of solid writing or coherent direction. Star names alone can’t save a show with this level of sloppy execution.",1
"Honest Review
I started watching this series and stopped after just 10 minutes—the scenes felt completely off and full of overacting. These days even Indian TV serials have sharper dialogue and smoother scene transitions. Out of curiosity, I checked YouTube reviews and was surprised to see mostly positive feedback, especially about Imran Hashmi’s performance, so I gave it another shot—this time at 3× speed—just to see what was supposedly so special.
	1.	Star power wasted – Big names like Aamir Khan, Salman Khan, and Imran Hashmi are brought in, but none of them have any meaningful impact. Imran’s scenes are mildly funny at best but still unrealistic.
	2.	Illogical storytelling – Many scenes simply don’t make sense.
	3.	Choppy editing – Weird, abrupt cuts ruin the flow.
	4.	Weak dialogue – The lines are flat and often cringe-worthy.
	5.	Unoriginal ending – The final sequence is clearly lifted from Our Fault (the car scene and the siblings reveal), offering nothing fresh.

Overall, this Netflix “Bollywood badass” series leans on celebrity cameos and hype instead of solid writing or coherent direction. Star names alone can’t save a show with this level of sloppy execution.",1
Just mind blowing..... I am a huge fan of SRK by looking at him since childhood but now I am also a huge fan of ARYAN KHAN just by looking at his directory skills. The drama was just fabulous... awesome.....and we all hope that we'll keep getting such entertaining and outstanding movies & dramas from ARYAN KHAN but we would also love to see you on screen. Lots of love and blessings from us and from the whole India for your upcomig future hits...We love you SRK....and We love you ARYAN KHAN ❤️❤️,1
"Entertaining. Aryan Khan on his debut as a director has shown a rare maturity of a seasoned campaigner. He alongwith his co-scriptwriters has created an unusual style of narrative which is gutsy, fun and surprising. Aryan has got great performances from the strong cast while the dialogues, he has written, @*!+?% expletive laden at times, have been on point. The cameos have been beautifully woven in. Kudos to Aryan and the entire team. Can't wait for season 2!",1
"Aryan Khan's directorial debut is a game-changer! 'The Bads of Bollywood' is a wildly entertaining ride that spoofs the Bollywood industry with self-aware humor and impressive cameos. With standout performances from Lakshya, Bobby Deol, and Raghav Juyal, this show expertly balances humor and drama. The technical aspects, including cinematography and editing, are top-notch. Aryan Khan's vision and leadership shine through, making this series an absolute blast. And ""Shah Rukh Khan"" hai tab tow dekhna Banta hi hain 🤩
Don't miss it!""",1
"Wow, wow wow wow wow wow every every minute of this series oh my God I’m in love Aryan Khan. You have done an amazing job. Amazing job. I’m so proud of you first. I had some doubts, but my God story comic timing action. Everything is just so perfect like I would definitely recommend everybody to watch that. I’ve never given a single review in my life, but I think of the first Series a movie I’m going to write a review so oh well done all the best for the future, it’s just amazing amazing and I love Rakha of",1
"8/10

Engaging and thoroughly entertaining! The plot twists kept me hooked, and the story was layered with drama, betrayal, and surprises that hit hard. The performances felt impactful, and the series really captured the messy, glamorous chaos of Bollywood.

Some scenes could have been tighter, and a few moments might’ve worked better if left out, but overall it was an amazing watch. A bold and refreshing debut with a lot of punch!",1
"10/10 ⭐

""The Bads of Bollywood"" is an absolute blast! Aryan Khan's directorial debut is a game-changer, offering a fresh take on the Bollywood industry. This satirical action comedy dives headfirst into the chaos of Tinseltown, blending humor, drama, and romance seamlessly.

Verdict:

""The Bads of Bollywood"" is a must-watch for fans of Indian cinema and beyond. With its catchy music, vibrant performances, and engaging storyline, this show will keep you hooked. Aryan Khan's direction shows promise, and the production values are top-notch. Don't miss out on this binge-worthy series.",1
"Binge-watched The Bads of Bollywood in one go 😅🔥 Totally hooked! Loved the story, direction, and the acting—plus the funny moments were on point. The performances were solid and brought the characters to life beautifully. I especially enjoyed the little touches of humor sprinkled throughout—it gave the show a fun balance alongside the drama. Overall, super entertaining and definitely worth a watch 👌 I’d definitely recommend it to anyone looking for something fresh and well-made.",1
"Incredible.. hats off to Aryan for pulling out a masterpiece entertainment product.  Everything syncs from the story to story telling..  A new director has arrived with a impeccable Soch to captivate audience attention till the last 7th episode. 

Actors have done justice to their respective roles.. technicians have delivered their utmost best.

Aryan has proved .. he is not a  NEPO KID...  

If Shahrukh khan is king of Indian cinema.. ARYAN is the PRINCE to stay for long long.

Do watch with full expectations.. you'll never get disappointed. 

Salute to crew of BADS OF BOLLYWOOD.",1
"My review, my opinion - as being someone who has my own review after watching a show and dont come to watch a show after reading reviews. I love surprises. Aryan Khan did a great job as a debut director and he will for sure excel. With his first one he for sure had a lot of support from all the celebrity special appearances which kept us glued. I like imaigining what the show could have been without them. First scene just after premier when Aasman is out of his screening, is this how even a first timer gets into the streets? Haha I felt as if the actor is watching a dream and he will open his eyes to see his dreams shattered. It was off. Bobby Deol and his scenes had lot of grip. Even Aasman had lot of grip. Direction was not great. Lot of spices in many diff ways added in the show so lacked the depth, but great that Aryan might have got a glimpse that which spice suits his genre the best and he will be able to direct it. Overall I enjoyed it but want more depth from Aryan without special appearances.",1
"Wow the 
BADS of Bollywood on Netflix is an engaging and power-packed series that lives up to the hype. Shahrukh Khan impresses with his effortless screen presence, Salman Khan brings his trademark energy, and Raghav juyal shines with his versatile performance. Aryan Khan, making his mark with this project, deserves special applause for his confident and mature portrayal—it’s clear he has a bright future ahead. The entire cast has delivered brilliantly, making BADS of Bollywood a must-watch experience.",1
"Not the usual feel good show.Sort of darkish.Not everyone's cup of tea definitely.
Shades of Shahrukh Khan's life could be detected.
Loved everyone's acting especially Mona Singh, favourite since Jassi....,Bobby Deol stole the show and everyone was wonderful.Saw Emraan H after ages and can't imagine why he is not seen much these days.
Wish they had gone easy on the foul language.
It's a Great first attempt.
I don't know if I'll see it again but I enjoyed watching it once.
Good Aryan didn't go for acting as he would have been compared to his father very unfairly of course and Shahrukh Khan is a giant when it comes to acting.",1
"This show is absolute trash, brain-rot of the highest order. At best, Raghav manages to give you a chuckle here and there, but beyond that the so-called “comedy” is nothing more than cheap, foul-mouthed nonsense. And the worst part? It’s all being glorified in the name of “coolness.”

SRK’s PR team never misses a chance to paint Aryan Khan as some ultra-sanskaari saint. Well, if you want to truly understand his values, just watch this show. It perfectly reflects the mentality behind it, normalized disrespect towards parents, degrading jokes about one’s own sister, and a shallow portrayal of privilege disguised as entertainment. If this is what Bollywood calls “edgy,” then God help us.

And let’s be honest, the only way this show is going to survive is through a tsunami of paid PR. Very soon your Instagram feed will be flooded with posts screaming about “the best debut of Aryan Khan.” Take my advice: it’s fucking not. Don’t fall for the propaganda.

The double standards you'll watch in this show, it’s like the show wants to roast Bollywood but ends up glamorizing the same toxic traits it pretends to critique. Basically, satire without teeth.

Don’t even get me started on the songs and background score, they’re like rubbing salt on an already festering wound.

To be blunt, Mr. Khan needs to accept the fact that none of his “nepo products” are cut out for the entertainment industry. And honestly, the show should be rebranded from Bads of Bollywood to Tatti of Bollywood, because that’s exactly what it is, pure, unfiltered TATTI.",1
"🎬 Bads of Bollywood Review
🔥 Totally entertaining from start to end!
👏 Young director nailed it — comedy + real issues of Bollywood.
🚨 That drug raid officer scene 😂
🎭 Outsiders vs. insiders — Bollywood looks ✨ outside but dark inside.
📸 Cinematography 🎥👌 | 🎨  = Brilliant.
🎶 Songs not chartbusters, but so so .
📖 Screenplay tight, with a shocking twist 😱
🌟 Cameos galore (one will blow your mind 🤯).
🎭 Performances: Raghav Jutal, Manoj Pahwa, Manish Chaudhary (Freddy) 💯

PS - Lord Bobby Deol  the naughty boy 👦",0
"It is a refreshing and blends style with substance. The narrative is bold, the execution is flawless and the performance is magnetic. It pushes boundaries while staying rooted in solid storytelling something bollywood rarely dares to do. Every frame feels carefully crafted, every scene leaves an impression. This isn't just entertainment it excites, provokes and captivates. And the cameos were bonus but loved it a lot especially three khana lol 😂",1
"Watched 3 episodes and It's a funny show. Very entertaining, the jokes are landing. Something different. The show doesn't take itself too seriously in the comedy scenes therefore it works even better.

I don't understand why people are finding it cringe. It's a show about bollywood obviously it'll have some callbacks and references of it.

People keep on expecting hard hitting shows  at all times. It's a breezy as well as a witty watch. Aryan has a good future.

The ensemble is fun to watch. Finally some mainstream entertainment from bollywood.",1
Am really enjoying the series. Have watched three episodes till now and can just say that its done so well. The Emraan Hashmi part was so hilarious. Aryan Khan has done such a good job. He has brought some simple good actors as leads and shown their potential and some famous good actors as supports. This man has really prepared his work quite well. Keep it up! Aryan Khan and team. I see you as a shining star already. God Bless.,1
"Hear me out !!

This series had me on a rollercoaster. At first I was hooked. The first few episodes I really enjoyed. Then suddenly I was sitting there thinking wait what is going on Did I accidentally skip an episode or two Confusion turned into boredom but then episode seven arrived and the twist hit. Suddenly everything made sense. The title the buildup the chaos it all clicked. That one episode single handedly dragged the whole series out of mediocrity and into brilliance. The twist was not just good it was pure chef’s kiss good.

Also full credit to Aryan Khan. The man might as well have a PhD in Marketing Wizardry. He knew exactly what he was doing. The way he promoted the show was so creative and unique. Even the title itself was like a puzzle hiding clues until the story revealed the big twist. That is genuine marketing genius.

Overall the series had its ups and downs but thanks to the twist and the clever marketing I walked away genuinely impressed.",1
"Bads of Bollywood, good entertaining series by Aryan Khan on Netflix, though am not a TV person, I only watched it because of Shahrukh Khan's son. It's name could have been ""Scoundrels of Bollywood"" or something else, okay,, if we ignore the title definitely there should not have been so much of foul words, cuss words was unnecessary in most of the scene.

Bobby Deol performance is superb, Emraan Hashmi lovable, Karan Johar my favorite always delightful, Manish Chaudhary very captive and others were wonderful.

Hope Aryan Khan's next venture would be with appropriate language priority for all cultures and all spectators young and old.",1
"Full on dhamaal..  there's not a such word to describe ths series... 
Raghav at its best, lakshya on top, two cute girls have performed their 💯.. lord bobby- undoubtedly speechless, my favorite jassi jaisi really koi nhi... And the cast of tenu ki pata... Awesome dudes... Sokhi on top..... Gafooooorrr on trending... Rajat Bedi enjoyed ur spoofing device....My all time favorite: Imran Hashmi gt his recognition... Matlab... Khansahab... Kya kar diye aaplog... Mazaa hi aa gaya... Aur truly the ending was unexpected, shocking and obviously 🤣🤣🤣.. shoumik and pushpa... Baba rey baba powerpacked.... 

I do understand the hardwork behind all this.. bt still want overall team to work harder and get more series the same way... Enjoyed every single cast in this series...",1
"Impressed by The Ba**ds of Bollywood - a confident, witty debut from Aryan Khan. It balances satire and storytelling while offering a sharp look at the industry’s glamour and grit. Engaging, entertaining, and full of promise. The show also delivers great action shots, vibrant music, and introduces some fresh new faces who show great potential. Fantastic job by the director and the young writers on creating something so bold and refreshing.",1
"So many fake reviews OMG! Of course expected. Two of them are exact copy paste with different names. I am sure there are more. All the 3 to 5 para ones ending with a paragraph about overall review, gives it away. 

I had high hopes from the young director who had the best resources available to get trained as well as execute a project like this. The characters that clearly connect to real life people makes it interesting but even with that, the overly animated graphics, lame comedy (could have been executed way better), and missing grip in the story, made me loose interest from the first episode. I tried to keep watching giving it a fair chance, but I kept loosing interest. I am still giving 1 extra star for a great effort and a good topic to make a series on! 👏",1
"Best Bollywood shows I've watched in a long time now. Aryan very impressive as a director. Choosing one of the most difficult art in film making, Aryan impressed in every frame. He had a luxury to use his father's connection in the industry and all cameo used were spot on and blended perfectly with the movie.

I hope he didn't steal a direction credit of some one else.

Cause it was hard to accept the direction level for a debutant ..",1
"Ba**ds of Bollywood is an absolute treat for cinema lovers! Every actor delivers a powerhouse performance, perfectly complementing Aryan’s bold vision. The twisted plot keeps you hooked right till the end, while the dialogues and screenplay elevate the storytelling to another level. And of course, SRK shines in his best clean-shaven look yet—charming, intense, and unforgettable.",1
"It was totally worth it to watch. I binge watched it and I loved it. Ofcourse, there were exaggerated scenes but those were cherry on the cake for me. Laughed a lot while watching this. Entire cast was good but I would like to specially mention Raghav Juyal. He was so good in his character that he made me forget that he is Raghav Juyal and made me fall in love with Parvaiz! What a character. I laughed in every scene he was involved in. Good work guys and keep making such series.",1
"What a great series! Normally, I tend to fast-forward to the conclusion, but this one kept me hooked without a single blink. I loved every second of it. The effort put in is evident—it beautifully blends family drama, comedy, nepotism, struggle, and action. Aaryan Khan has done a fantastic job, and I’ve truly become a fan. The cast is outstanding, and every part of the series has been crafted with perfection.",1
"Such a cliche show. Nothing new and same old predictable story. Each Bollywood real character had a glorified entry irrespective whether the script required it or not. I had to FF half of the episodes. Just a weak characterisation. Acting was average. Dialogues needed to be more naturally flowing into the storyline. More hype than substance

And the sets and costumes looked so artificial. Everything looked too much polished. No authenticity at all. A great show should have great authentic feeling. Not sure if Aryan Khan watches good Hindi shows to learn from…. See panchayat, pataallok etc.

He has translated his Bollywood world around him from one side view only. You need to have experience in life to infuse soul into your creation. Sadly the soul was missing completely from the show.

Aryan should go on a road trip for a year to experience real life. People around him will  praise his work a lot but that is because of being the biggest nepo kid around and not because of his work.

This is evident when you are ridiculing Wankhade in the opening scene. This is abuse of your privilege and you will never blossom in your own. You are not cool when you are using the F* word all around… thst does not make the show superb. It does not resonate with the audience. Sadly his idea of resonance was with his clique of people and not the audience.",1
"While the series makes an attempt to portray the darker, lesser-known side of the Hindi film industry, it ultimately falls short due to its lack of depth in storytelling and an over-reliance on shock value. The narrative feels shallow, often brushing over complex histories, personalities, and cultural nuances that could have added meaningful layers. Instead of presenting thoughtful explorations, the series seems content with surface-level dramatization.

Another major drawback is the excessive use of indecent, vulgar, and unspeakable language. While one could argue that such language mirrors the raw realities of the industry’s underbelly, its overuse feels unnecessary and, at times, forced. Rather than enhancing authenticity, it distracts from the story and risks alienating viewers who are looking for substance rather than sensationalism.

Overall, Bad**s of Bollywood misses an opportunity. With such rich and controversial subject matter at its disposal, it could have offered a bold, insightful, and thought-provoking narrative. Instead, it leans too heavily on profanity and shock, leaving viewers with a series that feels more exploitative than illuminating.",0
"The show is worth watching. What a move by srk. Exposing Bollywood and nepotism in aryans debut. All the actors have done a good job. Bobby deol, sehar, mqnoj Pahwa, Lakshya. But raghav steals she show with his wit and humour. Glad to see a promising debut of a star kid. Show isn’t perfect but is a good watch. Has its heart in the right place. The best episodes are 6&7. Looking forward to the second season. Aryan reminds me of SRK(not looks) but the presence and confidence.",1
"Must watched series . Actors are mind-blowing and dialogues are superb. Action , romance all are fantastic guys . I recommend to all go for the series actually its worth it.and last but not the least Aryan khan u proved that u r a good director enough. From now u r one of my fav Director. All the best for your future upcoming series or movies 👏👍.",1
"Just finished watching on Netflix. 
I absolutely loved it!!!!!!!!
It was so refreshing to see something like this from Bollywood. 
Everything was amazing, on point, and so well done. If you love Bollywood then this is for you. Cameos were 10 on 10!!!!!
The story and plot twist were a solid 10 out of 10, and the acting was also a perfect 10 out of 10. Especially,  Raghav!!!!! His performance was 🤌🏼🤌🏼🤌🏼
Aryan Khan, a Director Star is ""Born""/""Made"" 😉
Some scenes are explicit but honestly, well made series. 
Need season 2!
10 on 10 stars 🌟",1
"Aryan Khan’s The Bads of Bollywood isn’t a film—it’s a punishment. From the first frame to the last, it feels like you’re watching someone test how much nonsense an audience can endure before walking out. Spoiler: it’s a lot, but not enough to survive this.

The direction is chaotic, like Khan threw ideas at the wall and filmed whatever slid down. Scenes stretch with no urgency, no flow, just dead air. The dialogue has all the warmth and energy of a voicemail, and the “plot” is less a story than a pile of clichés duct-taped together.

Visually, it’s even worse. Shots cut together with no rhythm, silences drag like awkward family dinners, and the camera seems lost—like even it wants to escape. The characters? Empty shells. Their “emotions” are so forced you can predict the reaction before the line is spoken, yet the film still manages to surprise you by continuously lowering the bar.

Then comes the language. Every other line is littered with abuses, not to serve the narrative, but to shout, look how bold we are! It’s not bold—it’s lazy. It’s the cinematic version of a teenager scribbling swear words on a desk and calling it rebellion.

Cameos from fake Bollywood stars? Unnecessary, distracting, and unintentionally hilarious. The only flickers of actual performance come from Mona Singh and the elder Yajobi, but even they can’t rescue this shipwreck—they’re background furniture in a room that’s already on fire.

By the end, you’re not just done with the film—you’re done with the idea of giving Aryan Khan another chance. The Bads of Bollywood isn’t just bad art; it’s anti-art. It mocks your time, your patience, and your intelligence. If this is what “fresh vision” looks like, give me every over-the-top 90s melodrama on repeat—they’d win awards next to this disaster.",0
"Just completed watching Badsofbollywood. An outright rollercoaster🔥😂

A refreshing ride through the adventures of humour and GenZ stuffs. It was hilarious throughout and a satirical take on the inner workings of cinema industry.
 The story around Bollywood industry .
This series presentation was brilliant. All Cameo entry scene was amazing. 
Special #SRK , #AamirKhan & #SalmanKhan 👌
#AryanKhan direction was outstanding with sharp humour and fearless storytelling 🙌",1
"Just finished The Bads of Bollywood and holy shit, I loved every second of it. It’s messy, loud, dramatic, and so damn addictive exactly what Bollywood is. The digs at nepotism and fake PR games had me howling, the cameos were a treat, and the cast brought crazy energy (Raghav especially had me rolling).

And Aryan Khan? Man, for a first project he went all in. No playing safe, just full throttle chaos and honesty. Respect.",0
"I spent 7 hours on this series and honestly have mixed feelings. The first 6 episodes were brilliant—packed with cameos, witty Bollywood references, and sharp direction by SRK’s son.
 He even brought SRK, Aamir, and Salman together, with SRK’s cameo easily stealing the show. But the final episode completely ruined it for me. After building intense romantic chemistry between the leads, the shocking reveal that they’re actually siblings was bizarre and felt like a cheap, pro-Bollywood twist. What started as a 4.5/5 entertaining ride turned into a 1/5 disappointment. If I’d known the ending, I would’ve stopped at episode 6. Watch wisely.",1
"Im not even sure where to begin, this is ok if it’s made for 12 - 14 years old, however, even they may turn their nose up to the huge nepotistic series. (The irony!)

I’m now only watching to see who SRK has managed to get to do a guest spot, otherwise, not really worth the time. 

So much hype over the last few weeks and so little return - Big let down.

Maybe after a few more projects the director will get his rhythm. 

On a plus, Bobby Deol was very good.

Also if you’re going to add reviews to this site via BOTs at least have the sense to change the words.

A lot of the supposed 5* reviews have different names but the exact same wording 😂😂😂",1
"The nice one dude aryan khan…
As Its your first series and the content the character you choose were really unstoppable in all episodes.I hope you will be releasing others series like this only. And seriously I watched all episodes at single night and was not thinking to postponed it for next day.
I am extremely exited for its 2nd part and I hope it will be more joy and fun.",1
"It is an absolute treat! It's bold, unapologetic and refreshingly orignal. The storyline is sharp, the performance are magnetic and a whole vibe feels like a fresh wave in bollywood. It doesn't just entertain it makes you think, laugh and feel at all once. Q must watch for someone who craves something different yet deeply engaging.",1
"In OTT due to social media publicity it will be watched but if it was a theatre release it would be worst flop. 
The debut direction of napo kid Aryankhan Shahrukh khan is average. 
Statutory warning : it’s not family viewing for foul language. F**k word is used five fifty times and equally by male and female artists with free flow. Sex  act gestures is nauseating Suspense in climax reveals love story between siblings from two mothers and one father justifies the title THE BASTARDS OF BOLLYWOOD. Not even time pass   Even cameo of half of bollywood stars don’t boost tempo.",0
"Superb, endings is not much good . 
But👍
Aryan khan's Direction 🔥
The cast acted so well 🫶🏻
A must watch series.


well.Shah Rukh Khan Sir's scene is my most favorite part in The Ba***ds Of Bollywood. I am watching on loop. His dialogues, smile, Humour,... He

d Lakshya Raghav Mona Singh,Manoj pahwa Arjun Kapoor Karan J
More
Was this review helpful to you?",1
"You can say you dont need to watch it , but what else there is to enjoy better than this. If you just want to enjoy for some 6-7 hours , definitely watch this. You get hooked from the first minute and wont realise when did you reach 4th episode. This is how entertainment should be. They tell you literally this is brainrot, but the best one. If you love Bollywood, gossips, insider news, watch this. Note - E6 end ( epic writing- Euphoria vibes)",1
"Binge watch !
Mast ahe. Finished whole series one night 

*If it's really made by* Aryan Khan then he deserves real applause.

Lakshya, Raghav Juyal, THE Manoj Pawha, Mona Singh and infact everyone extremely well fitted in the rolls. 
Bobby Deol and Karan Johar nails it by their performances. One is underacting and other is overacting..as demanded by the script.. Superb.

Aryan Khan is bold enough to showcase nepotism , star kids,  and drug and his own arrest  by Sameer wankhede similar scene in slapstick manner.

Pleasent experience to watch !",1
What a show!!! Amazing cast. Everyone played their parts so well especially casting Raghav as one of the main leads was the perfect decision Aryan khan has made. No one can do Emraan Hashmi’s scene better than him. What a great actor. Aryan has killed it with his his debut. KEEP UP THE GOOD WORK AND RELEASE MORE SEASONS!!!,1
Wow - Aryan . Amazing Talent . Future is going to see you a lot of you . This is the best satire I had ever seen in my 60 odd years of age . From a debutant directorOMG . The generational drift not withstanding I enjoyed with squirming on my seat at times . The subtleties and at times brazenness in narration is remarkable. Be bold and brave like your debut. Hats off to Shahrukh and Gauri for having given him a free hand .,1
"What a great debut by Aryan Khan! After a long time, I finally watched something truly refreshing and entertaining. The film is filled with exciting cameos, which made it even more fun to watch. Personally, I absolutely loved Emraan Hashmi Camio such a standout! And Gafoor’s music? Too hilarious, I couldn’t stop laughing. LMAO!",1
"The badass of bollywood is just 🔥🔥✌🏻

""This web series is absolutely captivating! The storytelling is engaging, the characters are well-developed, and the plot twists are expertly woven. The production quality is top-notch, with great cinematography and sound design. The performances are outstanding, bringing the characters to life in a way that feels authentic and relatable. Overall, it's a must-watch for anyone who loves great storytelling and compelling characters!""",1
"Loved it sooooo much! 
The parallels, the completing the circle, the Easter eggs, the plot twists, the references, the irony. Everything! 

The best part of it all? Aryan khan. Unlike other nepo babies who actually like they have to work hard *just* like the outsiders to build their careers, he proved how using your privileges right can make all the difference. He had the access to the resources and he freakin used it right! Loved everything about it. 

And then there's the title. Boy oh boy. You absolute genius. Hiding the ""star"" in the name so clearly, my gosh! 

Looking forward to more brilliant pieces by Aryan and team!",1
"What a pleasant surprise! It's Bollywood's version of Entourage, with a strong dose of action sprinkled toward the third act. Aryan is competent with keeping the drama moving and presenting spectacle, but the comedy in the show is the real star. The laughs have a nostalgic nineties feel in the best possible way. Yes, it is partly a cameo fest, but each celeb adds weight and a fun wrinkle to the series. Definitely worth your time! 

""AKHA BOLLYWOOD EK TARAF..."" 😉",1
"Good fun... Awesome mixture of comedy, drama, thrill and little bit of romance. Binged Watched it. Every character has been carefully crafted and been taken mostly from Shahrukh Khan's previous films. Manoj Pahwa & Raghav are to me the stand out performers. Bobby Deol is what he does best - intense, ruthless. Also liked Bobby Deol's bodyguard Sukkhi :) What a gentle giant.",1
"The show starts off with a bang and keeps the audience hooked throughout. The meta humor and slight digs at the people around the industry are also done in a refreshing way. Cameos don't feel forced and you want to root for the MC. Well written, well shot and well performed by everyone involved.

Superb debut for Aryan. Lakshya and Raghav are a hit duo.",1
