"wA1Bge src","FmcO7b","vWB2ve","T7nuU 2","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a-/ALV-UjXAgZHCWor1b9a0HOa23oPP4SmjW2iXp2VXz2s64QCjEvPTIOw=s128-w32-d-h32-cc-rp","Ganesh kc","a week ago","8/10

Engaging and thoroughly entertaining! The plot twists kept me hooked, and the story was layered with drama, betrayal, and surprises that hit hard. The performances felt impactful, and the series really captured the messy, glamorous chaos of Bollywood.

Some scenes could have been tighter, and a few moments might’ve worked better if left out, but overall it was an amazing watch. A bold and refreshing debut with a lot of punch!","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJiTHDxoVwel4tMuAhEzBSvBTwRXc4PQRq_yiGqD0XX-7Tj470=s128-w32-d-h32-cc-rp","Farooque Azam","a week ago","10/10 ⭐

""The Bads of Bollywood"" is an absolute blast! Aryan Khan's directorial debut is a game-changer, offering a fresh take on the Bollywood industry. This satirical action comedy dives headfirst into the chaos of Tinseltown, blending humor, drama, and romance seamlessly.

Verdict:

""The Bads of Bollywood"" is a must-watch for fans of Indian cinema and beyond. With its catchy music, vibrant performances, and engaging storyline, this show will keep you hooked. Aryan Khan's direction shows promise, and the production values are top-notch. Don't miss out on this binge-worthy series.","You and 33 other people found this helpful.","33 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVAbJP3Fcev7roJHZ7ovXvKuXtGzAC9z52CpgsjD90FzM1ovERl=s128-w32-d-h32-cc-rp","Samarpita Das","a week ago","Binge-watched The Bads of Bollywood in one go 😅🔥 Totally hooked! Loved the story, direction, and the acting—plus the funny moments were on point. The performances were solid and brought the characters to life beautifully. I especially enjoyed the little touches of humor sprinkled throughout—it gave the show a fun balance alongside the drama. Overall, super entertaining and definitely worth a watch 👌 I’d definitely recommend it to anyone looking for something fresh and well-made.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXSFW0453ch4bxFxNA4trvJgSeTxcIVEwdDe8qiNepNbd--U4Pa=s128-w32-d-h32-cc-rp","Ashfaq Siddiqi","a week ago","Incredible.. hats off to Aryan for pulling out a masterpiece entertainment product.  Everything syncs from the story to story telling..  A new director has arrived with a impeccable Soch to captivate audience attention till the last 7th episode. 

Actors have done justice to their respective roles.. technicians have delivered their utmost best.

Aryan has proved .. he is not a  NEPO KID...  

If Shahrukh khan is king of Indian cinema.. ARYAN is the PRINCE to stay for long long.

Do watch with full expectations.. you'll never get disappointed. 

Salute to crew of BADS OF BOLLYWOOD.","You and 20 other people found this helpful.","20 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJbrMKsWIdNA704zbSTeDpeSL4mfBM-GwxsV0TDR4ILI2GW0Q=s128-w32-d-h32-cc-rp","Simi S","5 days ago","My review, my opinion - as being someone who has my own review after watching a show and dont come to watch a show after reading reviews. I love surprises. Aryan Khan did a great job as a debut director and he will for sure excel. With his first one he for sure had a lot of support from all the celebrity special appearances which kept us glued. I like imaigining what the show could have been without them. First scene just after premier when Aasman is out of his screening, is this how even a first timer gets into the streets? Haha I felt as if the actor is watching a dream and he will open his eyes to see his dreams shattered. It was off. Bobby Deol and his scenes had lot of grip. Even Aasman had lot of grip. Direction was not great. Lot of spices in many diff ways added in the show so lacked the depth, but great that Aryan might have got a glimpse that which spice suits his genre the best and he will be able to direct it. Overall I enjoyed it but want more depth from Aryan without special appearances.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocIzjuQNmWuDf8XvV0WZkLulgyYav7I7RvY_zDatccGzDQEDRw=s128-w32-d-h32-cc-rp","Vikram Sarki","a week ago","Wow the 
BADS of Bollywood on Netflix is an engaging and power-packed series that lives up to the hype. Shahrukh Khan impresses with his effortless screen presence, Salman Khan brings his trademark energy, and Raghav juyal shines with his versatile performance. Aryan Khan, making his mark with this project, deserves special applause for his confident and mature portrayal—it’s clear he has a bright future ahead. The entire cast has delivered brilliantly, making BADS of Bollywood a must-watch experience.","You and 6 other people found this helpful.","6 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKm7x-1Y97pvh-kmxZEaix0Y7kOaMgHeS0LJxAZaFZ64Z3EwQ=s128-w32-d-h32-cc-rp","Rafia Fazal Sayyed","a day ago","Not the usual feel good show.Sort of darkish.Not everyone's cup of tea definitely.
Shades of Shahrukh Khan's life could be detected.
Loved everyone's acting especially Mona Singh, favourite since Jassi....,Bobby Deol stole the show and everyone was wonderful.Saw Emraan H after ages and can't imagine why he is not seen much these days.
Wish they had gone easy on the foul language.
It's a Great first attempt.
I don't know if I'll see it again but I enjoyed watching it once.
Good Aryan didn't go for acting as he would have been compared to his father very unfairly of course and Shahrukh Khan is a giant when it comes to acting.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVJTItaO0lhhXW3fhYng39AFkgm4RuU90CQywDGSB7QOxEL2aZmQw=s128-w32-d-h32-cc-rp","Rohit Kumar","a week ago","This show is absolute trash, brain-rot of the highest order. At best, Raghav manages to give you a chuckle here and there, but beyond that the so-called “comedy” is nothing more than cheap, foul-mouthed nonsense. And the worst part? It’s all being glorified in the name of “coolness.”

SRK’s PR team never misses a chance to paint Aryan Khan as some ultra-sanskaari saint. Well, if you want to truly understand his values, just watch this show. It perfectly reflects the mentality behind it, normalized disrespect towards parents, degrading jokes about one’s own sister, and a shallow portrayal of privilege disguised as entertainment. If this is what Bollywood calls “edgy,” then God help us.

And let’s be honest, the only way this show is going to survive is through a tsunami of paid PR. Very soon your Instagram feed will be flooded with posts screaming about “the best debut of Aryan Khan.” Take my advice: it’s fucking not. Don’t fall for the propaganda.

The double standards you'll watch in this show, it’s like the show wants to roast Bollywood but ends up glamorizing the same toxic traits it pretends to critique. Basically, satire without teeth.

Don’t even get me started on the songs and background score, they’re like rubbing salt on an already festering wound.

To be blunt, Mr. Khan needs to accept the fact that none of his “nepo products” are cut out for the entertainment industry. And honestly, the show should be rebranded from Bads of Bollywood to Tatti of Bollywood, because that’s exactly what it is, pure, unfiltered TATTI.","You and 36 other people found this helpful.","36 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjW0PV1v8SH6YLELf1XG3RCmDkQs4roe4Ybc7XZDvHCFCKsgM2zu=s128-w32-d-h32-cc-rp","TanEv Hayder","a week ago","🎬 Bads of Bollywood Review
🔥 Totally entertaining from start to end!
👏 Young director nailed it — comedy + real issues of Bollywood.
🚨 That drug raid officer scene 😂
🎭 Outsiders vs. insiders — Bollywood looks ✨ outside but dark inside.
📸 Cinematography 🎥👌 | 🎨  = Brilliant.
🎶 Songs not chartbusters, but so so .
📖 Screenplay tight, with a shocking twist 😱
🌟 Cameos galore (one will blow your mind 🤯).
🎭 Performances: Raghav Jutal, Manoj Pahwa, Manish Chaudhary (Freddy) 💯

PS - Lord Bobby Deol  the naughty boy 👦","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJqn4FMr7ffp0xtR71W-Jwaua2PratLW-MjTtpGzGhqJC1nIw=s128-w32-d-h32-cc-rp","Bindiya Rathore","a week ago","It is a refreshing and blends style with substance. The narrative is bold, the execution is flawless and the performance is magnetic. It pushes boundaries while staying rooted in solid storytelling something bollywood rarely dares to do. Every frame feels carefully crafted, every scene leaves an impression. This isn't just entertainment it excites, provokes and captivates. And the cameos were bonus but loved it a lot especially three khana lol 😂","You and 8 other people found this helpful.","8 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLt5R4bdORk-9XE-zAipaCiJdyTCJqBYxjUrm0L1Z7UvUIUbA=s128-w32-d-h32-cc-rp","Karan Thakkar","a week ago","Watched 3 episodes and It's a funny show. Very entertaining, the jokes are landing. Something different. The show doesn't take itself too seriously in the comedy scenes therefore it works even better.

I don't understand why people are finding it cringe. It's a show about bollywood obviously it'll have some callbacks and references of it.

People keep on expecting hard hitting shows  at all times. It's a breezy as well as a witty watch. Aryan has a good future.

The ensemble is fun to watch. Finally some mainstream entertainment from bollywood.","You and 11 other people found this helpful.","11 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLByobcOCH6zv2GT1CG54WPhDMN_ybK4DUBkO219pC6D4fivg=s128-w32-d-h32-cc-rp","Pornthip Kitphatana","a week ago","Am really enjoying the series. Have watched three episodes till now and can just say that its done so well. The Emraan Hashmi part was so hilarious. Aryan Khan has done such a good job. He has brought some simple good actors as leads and shown their potential and some famous good actors as supports. This man has really prepared his work quite well. Keep it up! Aryan Khan and team. I see you as a shining star already. God Bless.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWul1LgfF_SqwUO-z3Ml4iHTSPvlGDPDwG8OsWbmM8pKksOZKef=s128-w32-d-h32-cc-rp","Ayon Roy","a week ago","Hear me out !!

This series had me on a rollercoaster. At first I was hooked. The first few episodes I really enjoyed. Then suddenly I was sitting there thinking wait what is going on Did I accidentally skip an episode or two Confusion turned into boredom but then episode seven arrived and the twist hit. Suddenly everything made sense. The title the buildup the chaos it all clicked. That one episode single handedly dragged the whole series out of mediocrity and into brilliance. The twist was not just good it was pure chef’s kiss good.

Also full credit to Aryan Khan. The man might as well have a PhD in Marketing Wizardry. He knew exactly what he was doing. The way he promoted the show was so creative and unique. Even the title itself was like a puzzle hiding clues until the story revealed the big twist. That is genuine marketing genius.

Overall the series had its ups and downs but thanks to the twist and the clever marketing I walked away genuinely impressed.","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVFmXkqLKtifN5XpPIIQY7fw1I7LZP4fHJSCGsF_PSXKGlgS8Lo=s128-w32-d-h32-cc-rp","M.J. Ashraf","6 days ago","Bads of Bollywood, good entertaining series by Aryan Khan on Netflix, though am not a TV person, I only watched it because of Shahrukh Khan's son. It's name could have been ""Scoundrels of Bollywood"" or something else, okay,, if we ignore the title definitely there should not have been so much of foul words, cuss words was unnecessary in most of the scene.

Bobby Deol performance is superb, Emraan Hashmi lovable, Karan Johar my favorite always delightful, Manish Chaudhary very captive and others were wonderful.

Hope Aryan Khan's next venture would be with appropriate language priority for all cultures and all spectators young and old.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJtdyfI5fi8MIcjppN74vOy7lQVb1Nfw5Su7KPBhi5O1iB6Nw=s128-w32-d-h32-cc-rp","Maizabeen Afroz","a day ago","Full on dhamaal..  there's not a such word to describe ths series... 
Raghav at its best, lakshya on top, two cute girls have performed their 💯.. lord bobby- undoubtedly speechless, my favorite jassi jaisi really koi nhi... And the cast of tenu ki pata... Awesome dudes... Sokhi on top..... Gafooooorrr on trending... Rajat Bedi enjoyed ur spoofing device....My all time favorite: Imran Hashmi gt his recognition... Matlab... Khansahab... Kya kar diye aaplog... Mazaa hi aa gaya... Aur truly the ending was unexpected, shocking and obviously 🤣🤣🤣.. shoumik and pushpa... Baba rey baba powerpacked.... 

I do understand the hardwork behind all this.. bt still want overall team to work harder and get more series the same way... Enjoyed every single cast in this series...","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXJa2T4lBInWR8czOgsUiLvDc7MTOmSGqFjvI1dLqSqvRXZ4m1QRA=s128-w32-d-h32-cc-rp","Binda Dey","a week ago","Impressed by The Ba**ds of Bollywood - a confident, witty debut from Aryan Khan. It balances satire and storytelling while offering a sharp look at the industry’s glamour and grit. Engaging, entertaining, and full of promise. The show also delivers great action shots, vibrant music, and introduces some fresh new faces who show great potential. Fantastic job by the director and the young writers on creating something so bold and refreshing.","You and 9 other people found this helpful.","9 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXbqSz4OSItnRcqTWxow1VS7MHhaOk6z-Ot1RS-COBShaVlm1s=s128-w32-d-h32-cc-rp","Sushant Hada","a week ago","Best Bollywood shows I've watched in a long time now. Aryan very impressive as a director. Choosing one of the most difficult art in film making, Aryan impressed in every frame. He had a luxury to use his father's connection in the industry and all cameo used were spot on and blended perfectly with the movie.

I hope he didn't steal a direction credit of some one else.

Cause it was hard to accept the direction level for a debutant ..","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXxfWnExo4qCLzhTKdArkdk8uaHSiZqg79GaGe2gP0SQn6zEixJ=s128-w32-d-h32-cc-rp","Visaj Panchal","a week ago","Ba**ds of Bollywood is an absolute treat for cinema lovers! Every actor delivers a powerhouse performance, perfectly complementing Aryan’s bold vision. The twisted plot keeps you hooked right till the end, while the dialogues and screenplay elevate the storytelling to another level. And of course, SRK shines in his best clean-shaven look yet—charming, intense, and unforgettable.","You and 4 other people found this helpful.","4 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjX8pYkOfqsnT14wWv8Z4vBnoob2VGgHspEGLaozruNIl1oNEgiz=s128-w32-d-h32-cc-rp","Divya Patel","a week ago","It was totally worth it to watch. I binge watched it and I loved it. Ofcourse, there were exaggerated scenes but those were cherry on the cake for me. Laughed a lot while watching this. Entire cast was good but I would like to specially mention Raghav Juyal. He was so good in his character that he made me forget that he is Raghav Juyal and made me fall in love with Parvaiz! What a character. I laughed in every scene he was involved in. Good work guys and keep making such series.","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUDWqahwpGD3-7CilCG0lybnwMmHwQuylVQ4wa2Mml6CgE1LAw=s128-w32-d-h32-cc-rp","subash dahal","a week ago","What a great series! Normally, I tend to fast-forward to the conclusion, but this one kept me hooked without a single blink. I loved every second of it. The effort put in is evident—it beautifully blends family drama, comedy, nepotism, struggle, and action. Aaryan Khan has done a fantastic job, and I’ve truly become a fan. The cast is outstanding, and every part of the series has been crafted with perfection.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLR6ki9sn81QC9jltS42NcrvFuMgUi4NsfbjJkxUS5B3fN923g=s128-w32-d-h32-cc-rp","Aneesh","a week ago","Such a cliche show. Nothing new and same old predictable story. Each Bollywood real character had a glorified entry irrespective whether the script required it or not. I had to FF half of the episodes. Just a weak characterisation. Acting was average. Dialogues needed to be more naturally flowing into the storyline. More hype than substance

And the sets and costumes looked so artificial. Everything looked too much polished. No authenticity at all. A great show should have great authentic feeling. Not sure if Aryan Khan watches good Hindi shows to learn from…. See panchayat, pataallok etc.

He has translated his Bollywood world around him from one side view only. You need to have experience in life to infuse soul into your creation. Sadly the soul was missing completely from the show.

Aryan should go on a road trip for a year to experience real life. People around him will  praise his work a lot but that is because of being the biggest nepo kid around and not because of his work.

This is evident when you are ridiculing Wankhade in the opening scene. This is abuse of your privilege and you will never blossom in your own. You are not cool when you are using the F* word all around… thst does not make the show superb. It does not resonate with the audience. Sadly his idea of resonance was with his clique of people and not the audience.","You and 4 other people found this helpful.","4 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUO-vzhiRF-eDGoppUvj3-GFw5OksJG2tU3MnHvFSpYT4vE6Y_N=s128-w32-d-h32-cc-rp","Chander Sethi","2 days ago","While the series makes an attempt to portray the darker, lesser-known side of the Hindi film industry, it ultimately falls short due to its lack of depth in storytelling and an over-reliance on shock value. The narrative feels shallow, often brushing over complex histories, personalities, and cultural nuances that could have added meaningful layers. Instead of presenting thoughtful explorations, the series seems content with surface-level dramatization.

Another major drawback is the excessive use of indecent, vulgar, and unspeakable language. While one could argue that such language mirrors the raw realities of the industry’s underbelly, its overuse feels unnecessary and, at times, forced. Rather than enhancing authenticity, it distracts from the story and risks alienating viewers who are looking for substance rather than sensationalism.

Overall, Bad**s of Bollywood misses an opportunity. With such rich and controversial subject matter at its disposal, it could have offered a bold, insightful, and thought-provoking narrative. Instead, it leans too heavily on profanity and shock, leaving viewers with a series that feels more exploitative than illuminating.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjV2V9k0cOGtYjos835r6gliVWAZtTndqGjm1QQSPNdZWC2ga2w=s128-w32-d-h32-cc-rp","Nikhil Kapur","a week ago","The show is worth watching. What a move by srk. Exposing Bollywood and nepotism in aryans debut. All the actors have done a good job. Bobby deol, sehar, mqnoj Pahwa, Lakshya. But raghav steals she show with his wit and humour. Glad to see a promising debut of a star kid. Show isn’t perfect but is a good watch. Has its heart in the right place. The best episodes are 6&7. Looking forward to the second season. Aryan reminds me of SRK(not looks) but the presence and confidence.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUObjp5P4rTTHGoKbuw732ym8dJPAzmzxIRfU-yl1yihoHxzZGA=s128-w32-d-h32-cc-rp","Prachi snata Nayak","4 days ago","Must watched series . Actors are mind-blowing and dialogues are superb. Action , romance all are fantastic guys . I recommend to all go for the series actually its worth it.and last but not the least Aryan khan u proved that u r a good director enough. From now u r one of my fav Director. All the best for your future upcoming series or movies 👏👍.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUp8R0EW8bAR2qInI-9EI2qRwuD47KHIuEMs4LZ-02CTmnSLX1U=s128-w32-d-h32-cc-rp","Yangday BT","a week ago","Just finished watching on Netflix. 
I absolutely loved it!!!!!!!!
It was so refreshing to see something like this from Bollywood. 
Everything was amazing, on point, and so well done. If you love Bollywood then this is for you. Cameos were 10 on 10!!!!!
The story and plot twist were a solid 10 out of 10, and the acting was also a perfect 10 out of 10. Especially,  Raghav!!!!! His performance was 🤌🏼🤌🏼🤌🏼
Aryan Khan, a Director Star is ""Born""/""Made"" 😉
Some scenes are explicit but honestly, well made series. 
Need season 2!
10 on 10 stars 🌟","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJWpo2ngRnrqF5Igkkx-ZtWetaZGP5ljof-IgGB_dx22r22=s128-w32-d-h32-cc-rp","Milisg14","a week ago","Aryan Khan’s The Bads of Bollywood isn’t a film—it’s a punishment. From the first frame to the last, it feels like you’re watching someone test how much nonsense an audience can endure before walking out. Spoiler: it’s a lot, but not enough to survive this.

The direction is chaotic, like Khan threw ideas at the wall and filmed whatever slid down. Scenes stretch with no urgency, no flow, just dead air. The dialogue has all the warmth and energy of a voicemail, and the “plot” is less a story than a pile of clichés duct-taped together.

Visually, it’s even worse. Shots cut together with no rhythm, silences drag like awkward family dinners, and the camera seems lost—like even it wants to escape. The characters? Empty shells. Their “emotions” are so forced you can predict the reaction before the line is spoken, yet the film still manages to surprise you by continuously lowering the bar.

Then comes the language. Every other line is littered with abuses, not to serve the narrative, but to shout, look how bold we are! It’s not bold—it’s lazy. It’s the cinematic version of a teenager scribbling swear words on a desk and calling it rebellion.

Cameos from fake Bollywood stars? Unnecessary, distracting, and unintentionally hilarious. The only flickers of actual performance come from Mona Singh and the elder Yajobi, but even they can’t rescue this shipwreck—they’re background furniture in a room that’s already on fire.

By the end, you’re not just done with the film—you’re done with the idea of giving Aryan Khan another chance. The Bads of Bollywood isn’t just bad art; it’s anti-art. It mocks your time, your patience, and your intelligence. If this is what “fresh vision” looks like, give me every over-the-top 90s melodrama on repeat—they’d win awards next to this disaster.","You and 12 other people found this helpful.","12 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVfzFsc7pikOUPf_5R8U71B7DlKQMrBD8gArJvC9F4aSVyG3coB=s128-w32-d-h32-cc-rp","Jayesh Nijai","a week ago","Just completed watching Badsofbollywood. An outright rollercoaster🔥😂

A refreshing ride through the adventures of humour and GenZ stuffs. It was hilarious throughout and a satirical take on the inner workings of cinema industry.
 The story around Bollywood industry .
This series presentation was brilliant. All Cameo entry scene was amazing. 
Special #SRK , #AamirKhan & #SalmanKhan 👌
#AryanKhan direction was outstanding with sharp humour and fearless storytelling 🙌","You and 5 other people found this helpful.","5 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXNkLpT8WnQXiLfjqbqdkskdW2tePKKrAI5NYqDRqP1LZjtYhk=s128-w32-d-h32-cc-rp","Adi","a week ago","Just finished The Bads of Bollywood and holy shit, I loved every second of it. It’s messy, loud, dramatic, and so damn addictive exactly what Bollywood is. The digs at nepotism and fake PR games had me howling, the cameos were a treat, and the cast brought crazy energy (Raghav especially had me rolling).

And Aryan Khan? Man, for a first project he went all in. No playing safe, just full throttle chaos and honesty. Respect.","You and 4 other people found this helpful.","4 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjU-YjnWPZqe1ykqHgwK_n9NIqa7qxbEgv0jaba8GueLXlCimB-r=s128-w32-d-h32-cc-rp","Muhammad Qasim Arshad","a week ago","I spent 7 hours on this series and honestly have mixed feelings. The first 6 episodes were brilliant—packed with cameos, witty Bollywood references, and sharp direction by SRK’s son.
 He even brought SRK, Aamir, and Salman together, with SRK’s cameo easily stealing the show. But the final episode completely ruined it for me. After building intense romantic chemistry between the leads, the shocking reveal that they’re actually siblings was bizarre and felt like a cheap, pro-Bollywood twist. What started as a 4.5/5 entertaining ride turned into a 1/5 disappointment. If I’d known the ending, I would’ve stopped at episode 6. Watch wisely.","You and 10 other people found this helpful.","10 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKI9oWAsjbB1HTJUfg2Xib6Cttsgn84L9WAyOZYGjicoT6MAA=s128-w32-d-h32-cc-rp","Sunjay Mehra","a week ago","Im not even sure where to begin, this is ok if it’s made for 12 - 14 years old, however, even they may turn their nose up to the huge nepotistic series. (The irony!)

I’m now only watching to see who SRK has managed to get to do a guest spot, otherwise, not really worth the time. 

So much hype over the last few weeks and so little return - Big let down.

Maybe after a few more projects the director will get his rhythm. 

On a plus, Bobby Deol was very good.

Also if you’re going to add reviews to this site via BOTs at least have the sense to change the words.

A lot of the supposed 5* reviews have different names but the exact same wording 😂😂😂","You and 42 other people found this helpful.","42 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKEuUtnuG0iZhCaetIb4DIaf7PmCnNLPC6nKEmrVGS80M-EZg=s128-w32-d-h32-cc-rp","PULKIT DEWAN","4 days ago","The nice one dude aryan khan…
As Its your first series and the content the character you choose were really unstoppable in all episodes.I hope you will be releasing others series like this only. And seriously I watched all episodes at single night and was not thinking to postponed it for next day.
I am extremely exited for its 2nd part and I hope it will be more joy and fun.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocL8Q7xG-Pojkjnt-rIqlolhDfH5nOAKywe5DhRKXaHVy-jsqA=s128-w32-d-h32-cc-rp","Dilip Singh Ranawat","a week ago","It is an absolute treat! It's bold, unapologetic and refreshingly orignal. The storyline is sharp, the performance are magnetic and a whole vibe feels like a fresh wave in bollywood. It doesn't just entertain it makes you think, laugh and feel at all once. Q must watch for someone who craves something different yet deeply engaging.","You and 9 other people found this helpful.","9 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocI3Mbj_MYGyRPfvs2Mc-FcDLTt45LN2xRqfzqsueiX8gPwfwA=s128-w32-d-h32-cc-rp","kirit vaidya","a week ago","In OTT due to social media publicity it will be watched but if it was a theatre release it would be worst flop. 
The debut direction of napo kid Aryankhan Shahrukh khan is average. 
Statutory warning : it’s not family viewing for foul language. F**k word is used five fifty times and equally by male and female artists with free flow. Sex  act gestures is nauseating Suspense in climax reveals love story between siblings from two mothers and one father justifies the title THE BASTARDS OF BOLLYWOOD. Not even time pass   Even cameo of half of bollywood stars don’t boost tempo.","You and 6 other people found this helpful.","6 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLaRN93YBZhI8T3icQ7fXolRmyXZJpOjO4NOd11cj4447IGXw=s128-w32-d-h32-cc-rp","Sorang Tapi","a week ago","Superb, endings is not much good . 
But👍
Aryan khan's Direction 🔥
The cast acted so well 🫶🏻
A must watch series.


well.Shah Rukh Khan Sir's scene is my most favorite part in The Ba***ds Of Bollywood. I am watching on loop. His dialogues, smile, Humour,... He

d Lakshya Raghav Mona Singh,Manoj pahwa Arjun Kapoor Karan J
More
Was this review helpful to you?","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWnycPpZsagunGXRGq9wH4CmRy8vrac-dgLf_Yc6RV_b4v-QScRqA=s128-w32-d-h32-cc-rp","Subham Vaisy","a week ago","You can say you dont need to watch it , but what else there is to enjoy better than this. If you just want to enjoy for some 6-7 hours , definitely watch this. You get hooked from the first minute and wont realise when did you reach 4th episode. This is how entertainment should be. They tell you literally this is brainrot, but the best one. If you love Bollywood, gossips, insider news, watch this. Note - E6 end ( epic writing- Euphoria vibes)","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjU63ko1bN2B3M5mkV-2C_8h7g099rcBpwoO-w82DGaunnaa2xc6=s128-w32-d-h32-cc-rp","Sagar Dikshit","a week ago","Binge watch !
Mast ahe. Finished whole series one night 

*If it's really made by* Aryan Khan then he deserves real applause.

Lakshya, Raghav Juyal, THE Manoj Pawha, Mona Singh and infact everyone extremely well fitted in the rolls. 
Bobby Deol and Karan Johar nails it by their performances. One is underacting and other is overacting..as demanded by the script.. Superb.

Aryan Khan is bold enough to showcase nepotism , star kids,  and drug and his own arrest  by Sameer wankhede similar scene in slapstick manner.

Pleasent experience to watch !","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJ7GN-WjXUwbsErA5ybjnpU7b-F5TpTH7GGOCNbE6A_Qf1Otw=s128-w32-d-h32-cc-rp","Em Alam","a week ago","What a show!!! Amazing cast. Everyone played their parts so well especially casting Raghav as one of the main leads was the perfect decision Aryan khan has made. No one can do Emraan Hashmi’s scene better than him. What a great actor. Aryan has killed it with his his debut. KEEP UP THE GOOD WORK AND RELEASE MORE SEASONS!!!","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocIpAJijyroqgxc0uVNs_c5tloSIuF47GjhvUIMI6jcuxD69Ag=s128-w32-d-h32-cc-rp","suresh r","2 days ago","Wow - Aryan . Amazing Talent . Future is going to see you a lot of you . This is the best satire I had ever seen in my 60 odd years of age . From a debutant directorOMG . The generational drift not withstanding I enjoyed with squirming on my seat at times . The subtleties and at times brazenness in narration is remarkable. Be bold and brave like your debut. Hats off to Shahrukh and Gauri for having given him a free hand .","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUzMqL9BO6r_hZMfmGyQas43Y9F3ibKiNIqxp18G17lsTJlMz9o=s128-w32-d-h32-cc-rp","suja Kamal","a week ago","What a great debut by Aryan Khan! After a long time, I finally watched something truly refreshing and entertaining. The film is filled with exciting cameos, which made it even more fun to watch. Personally, I absolutely loved Emraan Hashmi Camio such a standout! And Gafoor’s music? Too hilarious, I couldn’t stop laughing. LMAO!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXmEyx97l02REB8thrxQbaQq0KxTm78Vo85O3xAxDQcqNoZZec=s128-w32-d-h32-cc-rp","Nehemiah Patnaik","a week ago","The badass of bollywood is just 🔥🔥✌🏻

""This web series is absolutely captivating! The storytelling is engaging, the characters are well-developed, and the plot twists are expertly woven. The production quality is top-notch, with great cinematography and sound design. The performances are outstanding, bringing the characters to life in a way that feels authentic and relatable. Overall, it's a must-watch for anyone who loves great storytelling and compelling characters!""","You found this helpful.","Was this review helpful to you?"
