"wA1Bge src","FmcO7b","vWB2ve","T7nuU","tEJZ0b","T7nuU 2","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a/ACg8ocIFnsWp08K0l44KS8t_AwBIGNBeLdLagORzmmJzBgcrVXkZUA=s128-w32-d-h32-cc-rp","Sofia Shine","6 months ago","Please don't waste your money to watch whatever they have done to Snow White.  They have butchered this precious film, the charm and magic that made Disney have disappeared. Snow's personality doesn't match, the Evil Queen is having tamper tantrums instead of being wicked and domineering. Nothing matches the fun original story, even the whole cottage scene felt so forced it's as if Disney hated that scene, and they only put it in the movie for the sake of it. The Prince is none existent, instead","More","Please don't waste your money to watch whatever they have done to Snow White.  They have butchered this precious film, the charm and magic that made Disney have disappeared. Snow's personality doesn't match, the Evil Queen is having tamper tantrums instead of being wicked and domineering. Nothing matches the fun original story, even the whole cottage scene felt so forced it's as if Disney hated that scene, and they only put it in the movie for the sake of it. The Prince is none existent, instead there's some random guy that Snow white falls for.
Some of the scenes feel like they have been recycled from Cinderella and Sleeping Beauty. There's is no proper flow of the storyline and everything feels so fake with Rachael making God knows what stupid expression that resemble nothing like Snow White.
Save your sanity and don't watch this. THIS MOVIE SHOULD HAVE NEVER EVEN BEEN MADE.","You and 46 other people found this helpful.","46 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKARYLXeUCsQpd1MemNC2FXImeW24ZColY0dPPff9u3sUW5uw=s128-w32-d-h32-cc-rp","Mike 1211","5 months ago","So I decided to watch this despite my instincts. I torrented it (boo hoo, I'm Not paying for this sh*t)
Let's just say it's as awful as you expected. Snow white is more pompous than the evil queen, the story has been changed so much that its just a re written story and there are no actual dwarfs casted ( at least I don't recall seeing one other than CGI). The only reason this gets 2* is because Gal Gadot actually did a great job at being the evil queen, even if the role Itself barely resembles t","More","So I decided to watch this despite my instincts. I torrented it (boo hoo, I'm Not paying for this sh*t)
Let's just say it's as awful as you expected. Snow white is more pompous than the evil queen, the story has been changed so much that its just a re written story and there are no actual dwarfs casted ( at least I don't recall seeing one other than CGI). The only reason this gets 2* is because Gal Gadot actually did a great job at being the evil queen, even if the role Itself barely resembles that of the original story. Summary : if you just love a Disney story and don't care about ruining source material, you'll probably like it. But if you want authenticity, good writing and good acting, you won't get much of that at all and therefore you can skip this one...","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJWxAHNP-MjvJwbcTNRPOUrnIEuEncS6EVurv1DPOGGjakz5vQ=s128-w32-d-h32-cc-rp","Makayla","3 months ago","I just got done watching the movie. Some of these people you just will never. Please don't get me wrong. It's quite a bit different than the original film. I feel like there was a lot of scenes that were very very stunning and it was very heartwarming but the only reason I'm giving it four Stars it's because I think the evil queen needed a little bit more I acting lessons. I feel like that they probably could have picked a better evil queen, but I've seen the voice was good and I kind of did lik","More","I just got done watching the movie. Some of these people you just will never. Please don't get me wrong. It's quite a bit different than the original film. I feel like there was a lot of scenes that were very very stunning and it was very heartwarming but the only reason I'm giving it four Stars it's because I think the evil queen needed a little bit more I acting lessons. I feel like that they probably could have picked a better evil queen, but I've seen the voice was good and I kind of did like that. Instead of the prince that she just met. He was introduced throughout the film and he wasn't exactly a prince but I think the movie was very good and I had really low expectations but it surprised me","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLMbvfIi3dvLcRw9iG_3Z-08npgW9zsPjlsJH7i4yNJUctH9w=s128-w32-d-h32-cc-rp","C X","6 months ago","","","As a Chinese ghost wandering the human world, this Snow White was a phenomenal experience from start to finish. 
- We ghosts have watched it multiple times in multiple countries.
- The lack of humans and empty seats in the theaters everywhere allows us ghosts to watch the move much more freely without having to worry about accidently possessing humans.
- A 10/10 experience for sure.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUSzA2pAtcgHExQX5S9_GpL1t91xZePPjq4vBI67maSu_gywIM9=s128-w32-d-h32-cc-rp","Jaasiel Lebaron","6 months ago","I’m sorry but I hate this move a lot, The TITLE of the movie is Snow “WHITE” no snow CANELITA OR LIGHT BROWN she is not same has the real snow white I feel the acting and dedication are not what they used to be. I didn't like the connection between Snow White and the guy it was very fake and it doesn't look anything like the real movie, I feel like now they only care about making a lot of money and making trashy movies without effort. SELENA GÓMEZ IS PERFECT FOR MAKE SNOW WHITE . We let them get","More","I’m sorry but I hate this move a lot, The TITLE of the movie is Snow “WHITE” no snow CANELITA OR LIGHT BROWN she is not same has the real snow white I feel the acting and dedication are not what they used to be. I didn't like the connection between Snow White and the guy it was very fake and it doesn't look anything like the real movie, I feel like now they only care about making a lot of money and making trashy movies without effort. SELENA GÓMEZ IS PERFECT FOR MAKE SNOW WHITE . We let them get away with it with the little mermaid, but ENOUGH IS ENOUGH","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJtQk_cBZ-pwAodZPbUBqKgGbI4bEes_-QNoxoIfknHA1bZ1g=s128-w32-d-h32-cc-rp","amber Jones","5 months ago","This movie was so bad that my two daughters cried while watching it. Yesterday I took them to AMC in Montebello to watch it. We got our popcorn and drinks and sat down. When the movie started my youngest daughter asked "" mommy why is snow whites mommy still alive, isn't she dead? "" I responded with "" honey this is the past, we have to wait"". Time skip to when snow White grows up, the actor who played snow White doesn't even look like Snow White. From when she was a kid to the present time, she s","More","This movie was so bad that my two daughters cried while watching it. Yesterday I took them to AMC in Montebello to watch it. We got our popcorn and drinks and sat down. When the movie started my youngest daughter asked "" mommy why is snow whites mommy still alive, isn't she dead? "" I responded with "" honey this is the past, we have to wait"". Time skip to when snow White grows up, the actor who played snow White doesn't even look like Snow White. From when she was a kid to the present time, she switched skin tones as well. Her costume was inaccurate. If they needed her costume they could of bought it at spirit Halloween since there snow White costume is more realistic. Even the acting was horrible. Please don't spend your money on this movie!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjU8VJWy7IfQMxIgrIKseJA4cXzs5vdD61d83iH113bxNDxvX9U=s128-w32-d-h32-cc-rp","Alex Ee","6 months ago","A woke mess!  It's a Snow Brown.. not white. 

The original story’s themes of love, innocence, and evil are swapped for shallow, buzzword-heavy lectures on female empowerment—as if classic fairy tales weren’t already about resilience and inner strength. The forced ""modernization"" feels less like an organic retelling and more like a studio terrified of Twitter backlash.  

The worst part? It’s *boring*. The movie is so busy virtue-signaling that it forgets to be fun, romantic, or even visually st","More","A woke mess!  It's a Snow Brown.. not white. 

The original story’s themes of love, innocence, and evil are swapped for shallow, buzzword-heavy lectures on female empowerment—as if classic fairy tales weren’t already about resilience and inner strength. The forced ""modernization"" feels less like an organic retelling and more like a studio terrified of Twitter backlash.  

The worst part? It’s *boring*. The movie is so busy virtue-signaling that it forgets to be fun, romantic, or even visually stunning (CGI dwarves? Really?). Even the Evil Queen, once a scene-stealing villain, is now just another victim of the script’s identity crisis.  

Disney used to trust audiences to appreciate timeless stories. Now, they’d rather smother them in performative wokeness. If this is the future of fairy tales, maybe it’s time to put them *back* to sleep.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLYOFsq4VZyBr6_MWUvZab54Bl_R87Ai9WsY6i6ZYU4sVQnmg=s128-w32-d-h32-cc-rp","Damian Steele","5 months ago","Over all view point of snow white it was an enjoyable watch but no ware near as good as the original. Good points are as a whole the film is very visually pleasing with lots of impressive special affects the actress who plays the evil queen is brilliant bad points are thier way to many songs been added some are good others are just pure cringe. Some of the original songs have been cut 😢 I dident like the new version of hi ho and I think it's the first time I've watched a Disney film and not lik","More","Over all view point of snow white it was an enjoyable watch but no ware near as good as the original. Good points are as a whole the film is very visually pleasing with lots of impressive special affects the actress who plays the evil queen is brilliant bad points are thier way to many songs been added some are good others are just pure cringe. Some of the original songs have been cut 😢 I dident like the new version of hi ho and I think it's the first time I've watched a Disney film and not liked the villens song thiers allso alot of scenes in the film that are just pure fluff and do nothing to drive the story forward. It's enjoyable and will brobs watch agine when it's on Disney plus but it's not one of Disney best sadly. Xxx","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWsylKoSnIhLR4mq-GQqbYozdgXMVhd0aWx0qpf7WGddPcrud4=s128-w32-d-h32-cc-rp","Jeff Armstrong","5 months ago","If Disney is anything recently it is consistent... bomb after bomb after bomb, this one is in the competition with the Pinocchio and Peter Pan live action remakes as the absolute worst Disney has made to date.  I mean, why remake the fairy tale when you basically change the story so much that it is not even recognizable.  This is not about a kind, beautiful princess prusued by an evil queen to be befrienced by dwarves and ultimately meeting and falling in love with her prince... no, that would n","More","If Disney is anything recently it is consistent... bomb after bomb after bomb, this one is in the competition with the Pinocchio and Peter Pan live action remakes as the absolute worst Disney has made to date.  I mean, why remake the fairy tale when you basically change the story so much that it is not even recognizable.  This is not about a kind, beautiful princess prusued by an evil queen to be befrienced by dwarves and ultimately meeting and falling in love with her prince... no, that would not do, it has to be all about girl boss power, ""we don't need to man"" feminist drivel, like all their other Marxist driven movies.... This atrocity will lose Disney hundreds of millions of dollars, and deservedly so.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXpwX3p-ADFr405KmNpE4uZmCIeDN1Avzh20onydLNfey4-ItvN=s128-w32-d-h32-cc-rp","Damian","6 months ago","The recent adaptation of Snow White has left many fans deeply disappointed. Critics and viewers alike have expressed frustration with the significant changes made to the original storyline. These alterations, which stray far from the timeless charm and simplicity that made the classic tale a beloved masterpiece, have sparked widespread dissatisfaction. Many fans argue that Disney should preserve the authenticity and integrity of these treasured narratives, rather than reinvent them in ways that","More","The recent adaptation of Snow White has left many fans deeply disappointed. Critics and viewers alike have expressed frustration with the significant changes made to the original storyline. These alterations, which stray far from the timeless charm and simplicity that made the classic tale a beloved masterpiece, have sparked widespread dissatisfaction. Many fans argue that Disney should preserve the authenticity and integrity of these treasured narratives, rather than reinvent them in ways that may alienate long-time enthusiasts.

It is clear that there is a strong desire for future adaptations to honor the essence of the original tales, ensuring that they resonate with audiences who hold these stories close to their hearts.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUNHaRqbzGcY_qrvqnFQ1j1214u_Ucavj4oE3fae_OjYdT3fZ0=s128-w32-d-h32-cc-rp","Jonathan Little","3 months ago","","","True Disney fashion. If you are looking for a clip by clip remake then you will be disappointed. If you expect a newly reimagined great movie with great new original songs then you will enjoy watching this movie. I fell for the rotten tomato reviews and did not see it when it was in the theaters and I regret it. I thought the 7 dwarfs were going to
be cheesy but their personalities out shine the CGI. Ignore the bad reviews and watch a great reimagining of a great story.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocIPphFW9qzKNF_CJOHzbFz1u3yexdQJxBypaLIbinB69z7Gfg=s128-w32-d-h32-cc-rp","Noah Beets","6 months ago","","","The hate is literally so forced on this movie. Overall, the movie did a fantastic job of bringing the animated movie of “Snow White” to life! The added scenes and tweaks that they made gave so much more depth to the story. Also “Waiting on a Wish” is a beautifully written song and Rachel Zegler’s voice really shines!","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVaVhExz0Ul8OBJr7JnfVC4ZlQD7jGDbVOdrbOYX5VKbj0G2TUK=s128-w32-d-h32-cc-rp","Jazzy Beck","6 months ago","Disney’s new Snow White is a trainwreck in slow motion. They cast a lead who openly trashes the original movie and proudly declares she doesn't need a man — which is wild considering she's playing one of the most iconic fairy tale characters ever. It’s like they hired someone who hates fairy tales to star in one. The “prince” is barely a footnote, the dwarfs are now some weird politically-correct lineup, and the whole thing reeks of a studio more obsessed with Twitter approval than storytelling.","More","Disney’s new Snow White is a trainwreck in slow motion. They cast a lead who openly trashes the original movie and proudly declares she doesn't need a man — which is wild considering she's playing one of the most iconic fairy tale characters ever. It’s like they hired someone who hates fairy tales to star in one. The “prince” is barely a footnote, the dwarfs are now some weird politically-correct lineup, and the whole thing reeks of a studio more obsessed with Twitter approval than storytelling. This isn’t a bold reimagining — it’s a joyless, preachy mess. Congrats, Disney… you’ve officially turned magic into a lecture.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjV9Zdk0ohVWW3ADQe_nYVktfLygjcXb98GTQ06ErwB2TVPT6bVj=s128-w32-d-h32-cc-rp","Motime 212","3 months ago","","","Movie was awesome delightful Charming funny Queen is amazingly beautiful and looks just like the cartoon the witch the Huntsman was good idk why all the low reviews about this film. Storyline was very interesting and inspiring.
The Mirror Mirror Guy what's really cool & perfect!  A PLUS watch it! WE loved it!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUy7PpsWbHYePpO-Vd9of4AJF1xZxjqW3y1pQONpVoyWIItZ5dI2g=s128-w32-d-h32-cc-rp","Thomas Tucker","6 months ago","If i could give negative stars, I would. Nothing will give me that money or time back. The scenes between Snow white and the queen are hands down some of the worst in cinematic history. The cgi feels like a rushed and sometimes incomplete job. Bless their hearts for continuing with trying to release this. If it was Warner Bros, this $#!+ Heap would've been canned before the public knew about it. Do yourself a favor and avoid this movie. 

Getting into the music... Theres so much ""wanna be pop"" s","More","If i could give negative stars, I would. Nothing will give me that money or time back. The scenes between Snow white and the queen are hands down some of the worst in cinematic history. The cgi feels like a rushed and sometimes incomplete job. Bless their hearts for continuing with trying to release this. If it was Warner Bros, this $#!+ Heap would've been canned before the public knew about it. Do yourself a favor and avoid this movie. 

Getting into the music... Theres so much ""wanna be pop"" sewer water that they try to pass off as music in this movie, but the worst part of it, is this whole ""bad life advice/lessons"" messages ontop of bad music. I've never been so disappointed with a film and I watched Plan Nine from Outer Space, the worst movie ever made, well formerly.","You and 9 other people found this helpful.","9 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUajSF9dUexvztuRerJ6rgqax4HYpNQWucXMLfAA4lb2hvvCxE=s128-w32-d-h32-cc-rp","Jeremy Liew","6 months ago","Disney’s Snow White (2025) is a complete disaster. From the moment Rachel Zegler was cast, controversy surrounded the film, and unfortunately, the final product proved why.

First, Zegler simply does not embody the classic Snow White. The original character is described as having “skin as white as snow,” but Disney decided to ignore its own source material. On top of that, Zegler’s public comments dismissing the 1937 classic as “outdated” were disrespectful to the film that made this remake poss","More","Disney’s Snow White (2025) is a complete disaster. From the moment Rachel Zegler was cast, controversy surrounded the film, and unfortunately, the final product proved why.

First, Zegler simply does not embody the classic Snow White. The original character is described as having “skin as white as snow,” but Disney decided to ignore its own source material. On top of that, Zegler’s public comments dismissing the 1937 classic as “outdated” were disrespectful to the film that made this remake possible. It’s hard to root for a Snow White who seems to dislike the very story she’s in.

The film itself lacks the magic, charm, and heart of the original. Instead of being a timeless fairy tale, it feels like a forced, modernized version that strips away the essence of what made Snow White beloved for generations. The CGI dwarfs are an eyesore, the romance has been removed, and the overall execution is bland and forgettable.

Disney has once again proven that not every classic needs a remake—especially not one that insults its own legacy. Save your money and rewatch the original instead.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKwbiCd255J6JLyjFQY4zewxbIRLMjjA6NyFB7JaaaJsSfc7AzR=s128-w32-d-h32-cc-rp","Faizan Ul Karim","6 months ago","Based on the emerging critiques, Gal Gadot's portrayal of the Evil Queen in the 2025 ""Snow White"" film has faced significant criticism. 

Here's a breakdown of the key points:

 * ""Stilted"" and ""Ineffective"" Performance:
   * Many reviews have described Gadot's performance as ""stilted,"" meaning it lacks naturalness and fluidity. This suggests a disconnect between the actress and the character, hindering the audience's ability to connect with the Evil Queen.
   * Critics have also labeled her per","More","Based on the emerging critiques, Gal Gadot's portrayal of the Evil Queen in the 2025 ""Snow White"" film has faced significant criticism. 

Here's a breakdown of the key points:

 * ""Stilted"" and ""Ineffective"" Performance:
   * Many reviews have described Gadot's performance as ""stilted,"" meaning it lacks naturalness and fluidity. This suggests a disconnect between the actress and the character, hindering the audience's ability to connect with the Evil Queen.
   * Critics have also labeled her performance ""ineffective,"" indicating that she fails to convey the necessary menace and power associated with the iconic villain.

 * Weak Vocal Performance:

   * Her singing voice has been described as ""thin,"" which is a significant drawback for a musical role. This suggests that she struggles to deliver the musical numbers with the necessary strength and emotional depth.

 * Lack of Impact:

   * Even with the elaborate costumes and special effects, Gadot's performance is said to have lacked impact. Critics have expressed that she did not bring the character to life in a believable or captivating way.

 * Material Limitations:

   * Some critics have stated that she was given weak material to work with. Meaning that the writing of the character, was not strong. This does not fully excuse the performance, but gives context to it.
In essence, the criticism points to a performance that is perceived as lacking in both emotional depth and vocal prowess, ultimately failing to deliver a compelling rendition of the Evil Queen.","You and 133 other people found this helpful.","133 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocK1g9Ndm8YOSudcAkTBJHxikN0JZk1DSs-xBn8vTUrLzpgMAg=s128-w32-d-h32-cc-rp","Stephanie Zvi","5 months ago","","","I absolutely loved watching this movie! The acting is excellent, and Rachel Zegler is superb in her role, with an outstanding voice! I was also delighted to learn that Gal Gadot plays the Queen. The visuals were beautiful, and I had a fantastic time —far from the negativity of some previous reviews-","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJrxppEQkMQH8rIYqqcIE0xqGWIJYsdq7qYdButwglDf6DyfQ=s128-w32-d-h32-cc-rp","Viviane Ayumi Otsuka","6 months ago","First half was awesome. Second half disappointing. I expected a lot despite the hate on the internet, for it being a Disney movie, but no a lot of the storyline did not make sense, and deviated from the original.

Why make it sound like her dad was alive for more than half of the story, when he wasn’t? Makes no sense.

Andrew’s handcuffs come off just by pulling the chains from the wall. I really wish they had made that scene more creative. How can chains be broken by just pulling it with human","More","First half was awesome. Second half disappointing. I expected a lot despite the hate on the internet, for it being a Disney movie, but no a lot of the storyline did not make sense, and deviated from the original.

Why make it sound like her dad was alive for more than half of the story, when he wasn’t? Makes no sense.

Andrew’s handcuffs come off just by pulling the chains from the wall. I really wish they had made that scene more creative. How can chains be broken by just pulling it with human hands? 

Out of no where, one single snow flake falls from the sky, on her finger, and that makes her have a sudden epiphany to restore the kingdom. 

I personally think that “a hand meets a hand” scene was very cringe and unnatural. It sounded like a high school musical type of thing.

They portrayed dopey as a victim of bullying,  and a sad character, while the original dopey was accepted, playful and teased in a good way. Also dopey spoke in the live action movie. Dopey was no longer dopey in this movie. 

The last scene, where Snow White restores the kingdom by simply reminding everyone of their identities, lacked creativity. If dismantling the queen’s reign was that easy, it raises the question of why it wasn’t done earlier.

A lot of the scenes did not make sense.","You and 5 other people found this helpful.","5 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXdbM_Q2R-Gxrc9VXYxiUoYb_31QPZqn_5BE2R6ZINXbWJ-E87YdA=s128-w32-d-h32-cc-rp","Matthew Da Preacher Koscielski","6 months ago","","","Personally I enjoyed it. May not have been the best remake (I think Beauty and The Beast was better), but it was an enjoyable movie and a new twist on Walt's original classic. Plus the fact that they added a few things from the original pays honor to the movie that made Disney what it is today .
Is it worth seeing, yes if your a true Disney buff and love the classics.","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocIMishz9kuhtjhMpCYpEyDicxOqKX4TrxFKdXC30WeloIoAcBM=s128-w32-d-h32-cc-rp","Alexander Underwood","3 days ago","I usually try to leave reviews with Pros and Cons, but honestly after watching this movie I can't think of anything I liked about it.


I'll avoid the controversy and all of the hype and get to the grit.

Plot: It isn't a fairy Tale
This is the single biggest problem. It isn't the story of snow white from the first movie nor any other version. It's much more like a marvel movie in terms of feel. 

Quality: Really really bad
Visuals, sound, music and costumes all looked either uncanny or cheap. W","More","I usually try to leave reviews with Pros and Cons, but honestly after watching this movie I can't think of anything I liked about it.


I'll avoid the controversy and all of the hype and get to the grit.

Plot: It isn't a fairy Tale
This is the single biggest problem. It isn't the story of snow white from the first movie nor any other version. It's much more like a marvel movie in terms of feel. 

Quality: Really really bad
Visuals, sound, music and costumes all looked either uncanny or cheap. With characters looking more like cosplayers or just downright horrifying for the dwarves.

Overall:
The only reason I can imagine for why they made this is to capitalize on the obvious backlash from making such an awful remake. It's utterly charmless and uncreative.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUeQD-WgrDqS_tlZ8la8XmF6GnLcJafPuYcg0yrJ0KCFUl1JUQ68Q=s128-w32-d-h32-cc-rp","Sylvia A","5 months ago","","","Can someone explain why the entire review section is filled with bots posting the same thing over and over? It’s honestly ridiculous how this has turned into a political debate. This movie was absolutely amazing! In fact, I’d say it was even better than Wicked. If you happen to come across my review among all the 1-star MAGA reviews, do yourself a favor and go see this movie!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWbb96-547IhwaTZy0P-rN-As8u3uXL7w3gQpAdUea5M1F3rVTm=s128-w32-d-h32-cc-rp","Daniel Young","6 months ago","Shameful. Disney should apologize to the original artists for this ""slap in the face"" farce. Walt would be turning over in his grave. This wonderful ahead of its time anamation, was my first movie ever. My mother took me to it, and I took my daughters to it. It was wholesome, funny, exciting, wonderful surprises in every frame, a classic. There are some things you don't mess with. These woke people have gone to far! If they would have their way, every character in this film would be a bunch of p","More","Shameful. Disney should apologize to the original artists for this ""slap in the face"" farce. Walt would be turning over in his grave. This wonderful ahead of its time anamation, was my first movie ever. My mother took me to it, and I took my daughters to it. It was wholesome, funny, exciting, wonderful surprises in every frame, a classic. There are some things you don't mess with. These woke people have gone to far! If they would have their way, every character in this film would be a bunch of pronouns! Disgraceful!","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVTSBA3S6Xen03Fs9uc2HMq-JBEbQ3O1PDqzS62oYqCFcSB61U=s128-w32-d-h32-cc-rp","Katrina Ladores","6 months ago","I was expecting the movie to be flop but I was surprised when I’ve seen it. I honestly thought I will be disappointed because of the issues about the movie but I think this is a better version of Snow White movie. You should try it. I didn’t expect the prince to be that manly this time. Just having a problem with the CGI. I think it real life characters would have been a better option. I was captivated by the songs. On the other hand, I was also looking forward to the evil queen’s performance bu","More","I was expecting the movie to be flop but I was surprised when I’ve seen it. I honestly thought I will be disappointed because of the issues about the movie but I think this is a better version of Snow White movie. You should try it. I didn’t expect the prince to be that manly this time. Just having a problem with the CGI. I think it real life characters would have been a better option. I was captivated by the songs. On the other hand, I was also looking forward to the evil queen’s performance but I think Gal Gadot’s character isn’t made for her this time or I don’t know 🤷🏻‍♀️ I just find her parts a bit hard to appreciate. Like she really did her best but I couldn’t feel the character. The fear to the evil queen is missing. The prince on the other hand made me disappointed at first but the latter really surprised me. I’m really drawn with the songs.","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocIbkiohmlLvC-I1Bp5zgnHq-LkhyfeaRalj6kUhUJSCqPZL4g=s128-w32-d-h32-cc-rp","Jen Mullin","6 months ago","I absolutely adored everything about this film!  I am so INCREDIBLY annoyed with the ignorance of the people!  

Politics with the two actresses and their backgrounds had to come into this!  I mean REALLY??  Keep that crap at home and not on a movie set!

I love the original Snow White BUT it is so basic.  This reimagined movie lets you live more of a story which is incredible.  Both actresses were amazing!  The singing made me cry as soon as Snow White started her 1st solo song.

The effects an","More","I absolutely adored everything about this film!  I am so INCREDIBLY annoyed with the ignorance of the people!  

Politics with the two actresses and their backgrounds had to come into this!  I mean REALLY??  Keep that crap at home and not on a movie set!

I love the original Snow White BUT it is so basic.  This reimagined movie lets you live more of a story which is incredible.  Both actresses were amazing!  The singing made me cry as soon as Snow White started her 1st solo song.

The effects and dwarfs were incredible!  I love that we got so much more of a story!  Even if there were some changes this is how a LIVE action should be!! 

You people are ridiculous and should really back off!

I am a hardcore Disney fan and could not be happier!

Disney keep making these live actions! Do not listen to what any of these arrogant people are saying!

Thank you for making this movie!  My lil girl LOVES it so much!","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocIH7tKUVhJlIV8U2Dt-OBoWpv0L8QE6qLR93wA41jyCI0mqGTiI=s128-w32-d-h32-cc-rp","Clarence Aviles","5 months ago","Let’s be real: Rachel Zegler’s Snow White felt like a TikToker cosplaying a Disney princess. Her performance ditched the grace and innocence that made the character iconic, swapping it for eye-rolls and snark that belonged in a teen drama, not a fairy tale. I couldn’t buy her as the kind-hearted heroine—it was like watching someone actively hate the role they’re in.  

And her offscreen vibe? Even worse. Trashing the original story as “creepy” and rolling her eyes at the romance? Girl, you signe","More","Let’s be real: Rachel Zegler’s Snow White felt like a TikToker cosplaying a Disney princess. Her performance ditched the grace and innocence that made the character iconic, swapping it for eye-rolls and snark that belonged in a teen drama, not a fairy tale. I couldn’t buy her as the kind-hearted heroine—it was like watching someone actively hate the role they’re in.  

And her offscreen vibe? Even worse. Trashing the original story as “creepy” and rolling her eyes at the romance? Girl, you signed up to play *Snow White*. If you’re embarrassed by the source material, why take the job? It made the whole movie feel like a cynical cash grab, not a love letter to the classic.  

Sure, the movie’s dumpster-fire script and those weird CGI “dwarves” didn’t help, but Zegler’s take was the final nail in the coffin. She turned Snow White into a poster child for Hollywood’s “fix what ain’t broken” obsession. The magic died the second she smirked at the camera like she was too cool for the story.  

Zegler’s Snow White wasn’t just bad—it felt like a middle finger to fans. The movie failed because it forgot why we loved the original, and she’s the face of that disconnect.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVx7mnyTxHFhWPDRYKITiP8IjvXszNJ5IEXPJTDwQRjIqTukhos=s128-w32-d-h32-cc-rp","Faisal Azhar","6 months ago","This movie is an absolute trainwreck from start to finish. It fails to capture the heart, charm, or magic of the original in any meaningful way. The storytelling is uninspired, the characters are lifeless, and the entire film feels like a soulless attempt to cash in on nostalgia while completely missing what made the classic so beloved. The pacing is sluggish, the dialogue is cringe-worthy, and there’s not a single moment that feels genuinely engaging. The only redeeming quality? It reminds peop","More","This movie is an absolute trainwreck from start to finish. It fails to capture the heart, charm, or magic of the original in any meaningful way. The storytelling is uninspired, the characters are lifeless, and the entire film feels like a soulless attempt to cash in on nostalgia while completely missing what made the classic so beloved. The pacing is sluggish, the dialogue is cringe-worthy, and there’s not a single moment that feels genuinely engaging. The only redeeming quality? It reminds people just how timeless and irreplaceable the original truly is. Avoid at all costs.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUthXjCmujG8oi_qp2qebqoWYjXWsn6vWsimCengeCGVn4vSMI=s128-w32-d-h32-cc-rp","Back “Ing” Up","5 months ago","A mockery of the original film. In what is simply the world's biggest failure of a cash grab Snow White is one of the worst movies ever made. They killed the original message of self sacrifice and turned it into some kind of empowerment  for women slog but throughout the entire movie there are things that work directly against female empowerment. The dwarves are hideous abominations that boggles the mind seeing as how we had greater cgi 20 years ago but they give us this in 2025? The acting was","More","A mockery of the original film. In what is simply the world's biggest failure of a cash grab Snow White is one of the worst movies ever made. They killed the original message of self sacrifice and turned it into some kind of empowerment  for women slog but throughout the entire movie there are things that work directly against female empowerment. The dwarves are hideous abominations that boggles the mind seeing as how we had greater cgi 20 years ago but they give us this in 2025? The acting was also atrocious with Gadot being as stiff as ever and Farquad looking as if she was in physical and mental distress the whole time she was playing the character.
Simply horrible movie.","You found this helpful.","Was this review helpful to you?"
