"wA1Bge src","FmcO7b","vWB2ve","T7nuU 2","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a/ACg8ocLfnmoKlNNirc2gZX9XsJHcf_Y6IDOW2dMr8thC72wIikbhwg2I=s128-w32-d-h32-cc-rp","G Vijay","7 years ago","Arguably the best movie ever because it has a perfect mixture of everything a movie should have. Action, romance, thrill, everything is in just the right amount and is as real as it can get. Class acting, strong storyline and perfect presentation makes it even better. Maintains its pace throughout the movie with keeping the audience indulged till the very last minute.
Excellent acting from Al Pacino, after all, this movie paved the way of a legend to many other legendary work","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocIDUXnJua814eQs6NX6nF-kguxj2wR3GepoLfdjEe0yg11zIhU=s128-w32-d-h32-cc-rp","Aditya J","4 years ago","This is the best film ever made. The detailed review I had in my mind might have been a little cliche', but I want to begin speaking about the ones who criticize the film for being ""boring"", ""slow"" or complaining about its length, etc, and yes, I believe everyone is entitled to have an opinion about anything. But if you genuinely love good cinema, saying Godfather is a bad or overrated film is like being a music lover and saying Beethoven or Mozart is overrated or that their music is simply bad. Basically, you have to admit to yourself that you cant appreciate good cinema and then you may keep your opinion. 

The problem is most people are so used to fast-paced films such as action films or series like Money Heist etc, that it's extremely tough to hold their attention span for even less than five minutes unless something ""interesting"" or a ""twist"" happens throughout the film.","You and 5 other people found this helpful.","5 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVXfzsWx_ESsOM2YSwMBlVkeKsv2U17V-0yxY-iLKb4CAdxM0ZG=s128-w32-d-h32-cc-rp","Centrist Philosopher","8 months ago","The Godfather is unquestionably a good film; good cinematography, plot, acting and score. But is it really as great as is implied? I feel the same way about The Godfather as Citizen Kane and i've watched both a few times. 

There is only so much a mob movie can offer. Can we really empathize with the characters, who essentially are high-level criminals? Does it offer something for everyone? I feel a lot of people jump on the bandwagon without thinking this through. And what is the message of the film? Being a loyal 'made man' is some sort of redemption? That there is something noble about a life of crime and 'not ratting' ? That if you cross a dangerous don you get a horses head in your bed? That is how I feel about all mob films - no matter how good the direction, acting and cinematography, ultimately they are glorifying high level criminals as some sort of Robin Hood-like figures. And the Godfather arguably started this unhealthy message. 

Is being 'well-made' enough to be considered 'the greatest film ever' ?  

The Godfather is a good film - probably a great film but there is no way it is the greatest film ever made as it is so often hyped up to be. Even in the mob genre, I would say there are others that are close to the caliber of the Godfather and not as distant as some make out. A Bronx Tale for example. Brando's drawling performance was good but it, like the film, has been very overhyped. And even by 70s standards, the pace can seem slow at points. 

Some might say giving this 3/5 is a sort of blasphemy but for all the above reasons that is what I am giving it. If I was rating it out of 10 - perhaps a strong 7 but not higher. All in all I just think there are less appreciated films that are at least as good as The Godfather. 

As Peter Griffin of Family Guy said 'it insists upon itself' and in a way it does - ie a lot of people go to the template of it's greatness without really explaining why. 

To me Titanic has much more to offer.","You and 8 other people found this helpful.","8 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWn3_AQ-IwzyBczcwXqSAfk2HfX_SsqHxd7XBbNvH9gNIqe1OvZ=s128-w32-d-h32-cc-rp","cherry koshy","2 years ago","Expressionism. Eloquent poetry. Method Acting. Authenticity. Striking cinematography. Realism. Ensemble cast. I can go on adding to this list of adjectives but it still wouldn’t do cinematic justice to a dim and an impeccable narrative that’s almost Shakespearean in its approach while cross marrying it to the elements of film noir. And it keeps getting better with every viewing. Apart from the fact that this  movie has been described as a metaphor for Corporate America it never ceases to amaze with its path breaking approach and of course the back story of the now legendary issues that plagued Coppola while battling it out with the studio bosses. Simply superb, simply stunning, much imitated, never equalled.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKV33RCpCGnVB8mV3ourP27T4PqdmwJMYT0Y0ILiFPAKTqYMQ=s128-w32-d-h32-cc-rp","Vincent Gnanaraj","5 years ago","It's like , you are seeing the real happenings. You don't see the cini actors on the screen but living characters.  Wedding and the mob scenes were so real. Even, small children did their part so well. The richness and lighting in many scenes are too good. I feel that no one living or dead fits in the role played by Marlon Brando.  Al Pacino has done good justice to his role. We should align ourselves, to the feel,  that is created in the movie. I've seen this movie many number of times, right from the first time, it was screened in the City theatre.","You and 9 other people found this helpful.","9 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVBgn0FBHbdVs43AtH6Ph1zD0jHcFZTHQ79BzHkb-tU2NuP9AcX=s128-w32-d-h32-cc-rp","Lupoe Baby","a year ago","The first time I ever seen true art in my life . Goodfellas and Sopranos yeah there amazing . You haven't seen a master piece till you've seen this movie . It will always be my favorite movie of all time.  I love the God father one and two so much my son is named after Micheal the second don of the God father  franchise. We watch all three every year. They haven't made a movie this good and they never will again . Nothing will top this master piece and how the story was conducted.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUY5Dc4uDKaBUkeJ0PeCMJPwK6J8mb6kKWAsGpasOdTR53MHEuG=s128-w32-d-h32-cc-rp","Jesse Rolla","3 years ago","I’m not a fan of older movies, especially 50 year old ones. That said this movie is timeless. It grips you from the beginning and drags you into the Corleone family as if you were a part of them. The writing, acting, directing, and choreography are so spot on. The special effects are about the only thing that is out of date and sometimes comical, but you get past that quickly.  It’s nearly 3 hours but it didn’t feel like it at all. Can’t say enough good things about this film.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocI99Ie1JtR7LpSVsA6_wofmZnGT3M-ueZYW1_Ec_bddeyDAig=s128-w32-d-h32-cc-rp","Sam Nariman","5 years ago","However, the story line of The Godfather Part I has many flaws: 1-: Why should Don Corleone, supposedly a very clever and intelligent man, send Luca Brasso, the paladin of his court, as an intelligence agent posing as a turncoat into to the enemy camp and expect anyone in that enemy camp to believe it? Obviously they didn't and conspired to have him killed. Anyone, including the Godfather's enemies knew of Luca Brasso's absolute devotion to the Godfather and would have laughed and never believed such an amateurish ruse, that the Godfather's most loyal enforcer has suddenly become a turncoat. 2-: Why should Sollozzo assume that by killing the Godfather he can make a deal with his temperamental son, Sonny? And with a son of a Sicilian mafia family at that!! 3-: Why, at the midst of the war between the Godfather's family and other new York mafia families, when every member of the Godfather's family, for their protection, is brought into the family compound where the family is residing, Constance, the Godfather's daughter (who was pregnant at the time) and her husband (an active member of the mafia side of the family) were allowed to live elsewhere (seemingly at a far away location and apparently in an adjoining state) which would have clearly placed them in harm's way and in extreme danger (at the midst of a war being raged against the Godfather's family)? Unfortunately, these were all story contrivances included in the story-line merely in order to set up dramatic scenes following the above mentioned obvious and unexplained acts of negligence.

Sam Nariman","You and 11 other people found this helpful.","11 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUikalm5rqKosMnbCWUkl05944N1gyjf_jVBdTjyVENXGX0r0xy=s128-w32-d-h32-cc-rp","Stephen Jacewicz","2 years ago","I was expecting The Godfather to blow my mind more but as it stands Apocalypse Now is my most favorite Francis Ford Coppala film. The Godfather still managed to blow my mind with it's shocking brutality between people being gunned down and a horse head in someone's bed (Which was a real horse head by the way.) Also the beginning wedding scene is a gorgeous light and of course Brando did spectacular as well as everyone else. Is it one of the greatest movies ever? Probably. It has always stood the test of time and always will. 4 and a half out of 5.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVshBS5sFJzmCiDbiNlDWLu_ufOclIFVCPYXoiJjkgKbG2n1hS7=s128-w32-d-h32-cc-rp","Aniket","4 years ago","Marlon Brando's screen presence is everything.His dialogues,voice and acting were incredible.The plot is really interesting.
  The round table mafia meeting , now I know where all of this came from.
  The fight for power and dominance makes it  even more incredible.These men are so ambitious. It makes the audience involved just in a few seconds of starting.
The best mafia movie that was ever made.Leaves a life time impression.","You and 4 other people found this helpful.","4 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocIyq0ht6Myzz6FrFnILPdAkVS0qQoOQoEa00M37zHPOt4oB1A=s128-w32-d-h32-cc-rp","Yusufpasha Peerjade","a year ago","This movie is strong, good script, great casting, excellent acting, and over the top directing. It is hard to fine a movie done this well, it is 29 years old and has aged well. Even if the viewer does not like mafia type of movies, he or she will watch the entire film, the audiences is glued to what will happen next as the film progresses. Its about, family, loyalty, greed, relationships, and real life. This is a great mix, and the artistic style make the film memorable.
Final Verdict: perfect.","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocL2lWNxa7YfJdgad3JJljtjVbPbIbldFkAk3D037RLEDZGZ3g=s128-w32-d-h32-cc-rp","Nima Fayazi","9 months ago","One of the best movies I have ever witnessed. Although The Godfather is slightly slow paced this allows you to unpack every moment that is layered with emotions and incredible acting topped off with a phenomenal soundtrack. Each and every scene gives the audience time to process and experience every detail, from the actors expressions to background music etc. 

The Godfather will forever be in my top 3 movies.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjX-VddqRpbmoFAYqqnC06T_UJSwNKjk-TdZjzL-Uy-6ywbKgK6D=s128-w32-d-h32-cc-rp","Suyash Singh","5 years ago","You can't express the the greatness of the film in words..... Its just.... Amazing how the film unravels everytime you watch and rewatch it.

The soundtracks, cast, acting... Especially the realism which you don't get to see in films today as they are too keen on using CGI everywhere, I hate the fake muzzle flashes, bomb explosions ans car chase.

I was on the corner of my seat in the last moments of the film for not what I had seen but I was nervous as to how would they wrap up such a masterpiece. The character twist is amazing as to how he pulls of the act with her wife. But it all comes down........ Don Corleone.","You and 6 other people found this helpful.","6 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUpHdyP_mLSThhFhdkmDY0bArodX7EG36km0mDZL1NsWdIGSwDX=s128-w32-d-h32-cc-rp","Roy Richard Llowarch","3 years ago","I cannot say anything that's not already been said. This is truly a great and iconic movie and maybe the best movie ever made. Not bad for a film about a bunch of sociopathic murderers who would kill their own family members out of some kind of twisted morality or to just safe their own necks. Corrupt police and corrupt politicians who will do anything for money so allow the criminal behaviour to continue and assist it to continue. Having said that there I find myself liking the main characters and wanting them to come out on top","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocKAZBjK-pDxO6UacQyR6jj8BYHLeQIvL-2ed5Ch3HY5nij_Eg=s128-w32-d-h32-cc-rp","Kenneth Castelino","6 years ago","One of the best movies ever. Props to Coppola for directing this amazing masterpiece . Marlon Brando and Al Pacino are the standout stars of this movie that make it interesting. The plot is suspenseful and interesting. There are many scenes in this movie that show you just how powerful the Corleones are and reminds you not to mess with the Mafia. It also ties up the importance of family , love while also being a gangster film.

What else can I say ? 10/10","You and 5 other people found this helpful.","5 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjW1j1dZzD-qaM8wm8vLEdzpXSvTbXVFQK-75iH0eOOK3HWppDmU=s128-w32-d-h32-cc-rp","Jayavardhan Kotipalli","a year ago","SUGGESTIONS : I watched God father and it's slower than the present movies. you may assume that because it a old film but what about movie ya it good but you have to keep in mind that it will be slow because it's a old film . It is a realistic movie and have a good story u will also feel amazed after watching the film .

 STORY : 
The Godfather ""Don"" Vito Corleone is the head of the Corleone mafia family in New York. He is at the event of his daughter's wedding. Michael, Vito's youngest son and a decorated WW II Marine is also present at the wedding. Michael seems to be uninterested in being a part of the family business. Vito is a powerful man, and is kind to all those who give him respect but is ruthless against those who do not. But when a powerful and treacherous rival wants to sell drugs and needs the Don's influence for the same, Vito refuses to do it. What follows is a clash between Vito's fading old values and the new ways which may cause Michael to do the thing he was most reluctant in doing and wage a mob war against all the other mafia families which could tear the Corleone family apart.","You and 4 other people found this helpful.","4 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWyeZnbSmUxFWCYSe9uQtcLJYnUGRxouatq2_e1ZZlRnMebKk81=s128-w32-d-h32-cc-rp","Mehrbod Khiabani","5 years ago","Just the best movie ever, full of love, lust and hate. This is just a classical movie which no one should miss the chance of watching it. 
Every second of it is emotional and have a deep impact on the viewer. 
One of the best directions ever, especially in The Godfather II, one of the greatest castings ever, actings by immortals like Marlon Brando and Al Pacino, a great story and a perfect music, they are all a recipe for success.
Hope you watch it and enjoy it.","You and 6 other people found this helpful.","6 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUuKUVp-Jns33BirrKsEWka6bIS1-0tbtK_4mwPpD31fvBk5hde=s128-w32-d-h32-cc-rp","Amar Wankhede","6 years ago","The godfather I was see when am 16 year old from that days this movie is godfather to me coz it give me a lesson, motivation, inspiration like if u Listen or get any decisions under the family they where right and all the family with u as support with bless. The cast was that much good that we can't see that kind of acting now days Marlon Brando, al pacino ,James and all the actor are done a best job ever , salute 🙏
Long live Godfather","You and 9 other people found this helpful.","9 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocIC_SmFajmaEfHVeEpchFixUnojsv6KoBF9_6RK9XznkY1I-Q=s128-w32-d-h32-cc-rp","Wendy Crennell","a year ago","Excellent takeaway delivered to Travelodge about 40mins from ordering. The 8"" vegetarian pizza was cooked perfectly with a deep pan base. Plenty of topping and piping hot. We had a 8"" cheese and mushroom garlic bread too that was also piping hot and delicious. Very reasonably priced. Would recommend. Friendly chap on the phone too. If needing a takeaway pizza in Llandudno that's the place to order from.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUsjTTyiBt3Kvg13gEHRBaAh4T3jpUyt44ZZv9sJMaKkjr_5-k=s128-w32-d-h32-cc-rp","Boris Tomov (BokeTa)","a month ago","How is it possible that this is such a critically acclaimed film, regarded as one of the best of all time.  It is full of plot holes. Its pacing is atrocious - extremely unfocused. 90% of the characters make things without any hint of what and why they will do. Characters appear and die in the next scene and the audience is supposed to be engaged. Characters with zero development betray the main protagonist. We see a lack of any substantial buildup to indicate character actions. Cinematography is terrible - mostly the lighting I mean - watching this on a modern screen I do not see anything in the dark interior shots, and people who say its shady for shady business are cringe. It hardly is in the top 10 mafia movies in my opinion. It was not ahead of its time in terms of anything - even the Mafia topic. So many films before 1972 have far better settings, plots, characters, events or lessons. The only thing I cannot speak bad about is the iconic soundtrack. Goosebumps every single time I hear it, the personification of mafia spirit and vibe.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXT_ZfMrEWZJOXi6dwDq4KvNUUTzL_FUwub_hjeSBvsT25R8Y7c=s128-w32-d-h32-cc-rp","Masoom Syed","10 months ago","Now that I have seen the whole movie, I decided to make a review about it. The Godfather is one of the best movies ever made in cinematic history. It’s a phenomenal movie. The performances, from Marlon Brando, Al Pacino, Robert Duvall, and James Caan. The music is beautiful. 

When Michael Corleone introduced his brother Tom Hagen, I was confused; I was thinking, “If he’s his brother then why don’t they have the same last name?” I then realized that he is adopted. I heard Michael say that. 

When Don Vito Corleone got shot, I thought he was going to die, but thankfully he survived. Eventually he died from a heart attack. I felt bad for his family. 

There were a couple of scenes that made my jaw drop. Like the scene where that man wakes up and sees blood on his whole bed. Or the scene where that woman who died because the car blew up with her still in it. 

 But overall The Godfather is a masterpiece. Now I know why it’s so popular. Because it’s so well directed, well written, and well acted. It’s my new favorite movie of all time.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUZIwN4ToVjds70FceG6r4RdJ6cj589-dnyYFBqk0s-8QTkj7qHgA=s128-w32-d-h32-cc-rp","Aayushi Bhatnagar","5 years ago","BEST BEST BEST! Marlon Brandon and Al Pacino as Don Corleone are  treat to watch especially Young Al in village is raw ,fresh and yummy... and Marlon Brando is so so so great ,perfecto! superb classic , regretting to watch it so late.. the casting of every actor is bang on , the intensity of every scene , the naiveness of Al at the beginning and the Sollonzo/Cop killing scene in restaurant is to die for.. 
If you havent watched it yet, do it NOW...
Long live Al.. Fan of urs truly...","You and 4 other people found this helpful.","4 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUCnygj_6LjumG-4OThA_7BpW984AWXRymCEfxH5Iw8_kWPzH6E=s128-w32-d-h32-cc-rp","Lynneth Sulpico","2 months ago","There is a subtle oversimplification of the difference in family dynamics in the context of the rich vis-à-vis the poor. The poor family is more commonly viewed as being more tightly bound to one another, as a family is all that there is to value. On the other hand, the rich family is often regarded as detached for their wealth keeps them apart, a rather opportune to indulgence in luxury and vices.

The film, however, disproves this conception and shows that the rich can honor their familial relationships, as the central theme of the story follows the Corleone family.

The Corleones, a part of the syndicate that conducts “dirty” businesses, dwells on liquor and gambling. Along their venture, they inevitably grow into conflict with other families as well, this being a mere part of business. Aggrandizing criminals as they may appear, the grounds for the wars among these families are, from the outset, deeply rooted in personal feuds.

It is a war over which family is the most powerful, in which victory is sustained by how power is derived—coercion or loyalty. Power derived in coercion crumbles in a dispute, whereas power derived in loyalty endures and triumphs.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVJvSlv595HId-ju2MY0j-wLaTnsMOdFqndTt10heg7_YHus2Ca=s128-w32-d-h32-cc-rp","Lathan Strom","a year ago","The Godfather is the greatest movie of the mob-crime genre I've ever seen. It is more entertaining than movies of the modern age 52 years ago. Brando as Vito Corleone and Pacino and Micheal Corleone will go down as some of the best roles I've seen actors play. Absolutely nothing to say bad about this movie in my opinion, Copppla is now one of my favorite directors.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocIfwEHWJ9puT0jPr1VQwMPqMgB9Awq84i8lAOYcDNJHXYaTb14=s128-w32-d-h32-cc-rp","Molara Olubunmi","4 years ago","This film is fantastic, it’s fabulous it’s an all time favourite. It’s well written, well choreographed and all the characters put together was great! I can watch it all day long everyday. 

It’s a film about crime , the mafia dynasty in good ole Italy. Very ruthless never forgiving until they get there strange for good.

A film directed by , Francis Ford  Coppola, gives us an incite into the dangerous, unforgiving, treacherous and snitching world of the mafia cartels.

It’s an adult film I would say, but with parental guidance.","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXedN8YIeQuGss3ai_5-MZFbnx3YaP4kgjNlqzJuK3AX0p0_tssow=s128-w32-d-h32-cc-rp","Rohan Bhadauria","a year ago","Dad of all mob movies, Greatest Direction by Frances Ford Coppola. One of the greatest movie of all time, 40+ years old but got same dominance over the new gen movies, one of the biggest thing is you'll never get bored while watching it, With Legends like Marlon Brando, Al Pacino, Robert de Niro its a full package of 3 hrs of entertainment. 
You cannot deny the fact of the godfather being the greatest movie of all time. ""I BET"".","You and 12 other people found this helpful.","12 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUtPJvWMIIM_GfbJPllUcGE32Q0Ba6ognoa3yPr_45gF8qyOJrt=s128-w32-d-h32-cc-rp","Bavly Ashraf","5 months ago","It's a great movie . The rate of the scenes are good make you get into the events of the movie in the persence of one of the most amazing music . It makes you differentiate between justice and injustice and how many people use injustice to apply what they want but it makes you know that soon it turnes on them . But the most important message in this movie In my opinion that the family is the most important thing in men's life","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocI_K5x2aquhEPhUb3naPoQDeze1yYqc8A58cS3pvYOmpcmVfQ=s128-w32-d-h32-cc-rp","Jose Rivas","3 months ago","This movie is corny by today's standards. The exaggerated acting like when Don Corleone gets shot, is laughable. When Michael gets punched by the captain. Its a simple punch and yet he swells up like he had an allergic reaction and has to clench his teeth in order to talk. Or the deaths; Luca when hes choked, the captian when hes shot in the head and takes seconds to die even though the bullet went through his brain. Sonnys over the top anger. Mike slicks his hair back and is suddenly more cruel and tough. I understand that this movie is praised, but that is because it was a product of its time. Were it released today, the movie wouldnt be praised as it is. Its full of stereotypes; it portrays Italians as always eating, drinking or cooking. The portrayals of men as powerful leaders and women as meek and quiet homemakers. There are more realistic mafia movies out there like Goodfellas with better plots.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVPJKAKGG99Y8FeWYgC1Ye1FZpY7zbgX4dhua82Tpc8FgtiqCSzUA=s128-w32-d-h32-cc-rp","Jared Van Houten","a year ago","Vito Corleone is a powerful crime boss whom the Italian-American gangsters of New York City depend on and respect deeply, but when Corleone suffers an attack from another family, his sone, Michael, enters the business and begins a mob war leading to a brutal panorama of violence, betrayal, and anarchy.

While a great many respect Francis Ford Coppola's decision to convert Mario Puzo's noir novel into a film, THE GODFATHER is riddled with violence, coarse language and a rather stereotypical depiction of Hispanic America that desecrates the true spirits of family, human connection, and romance. One who would prefer traditionally black-and-white virtue films would be wise to stay away from this gangster thriller and pursue other genres of film making. 

Francis Ford Coppola is also known for his productions THE OUTSIDERS and THE BLACK STALLION, as well as two sequels to the GODFATHER film.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjV4HAu7M6q0i1UH6c1apRjmUKLOeoLAFSVWAlA0tCtNkM5ogOVP=s128-w32-d-h32-cc-rp","Charmaine Faith Zabate","4 years ago","One of a kind classic movie. I'd never get tired watching this. The actors sure know how to manage their roles well especially Al Pacino. That was pure talent. Also, the wau they shoot and show the Amazing sceneries of this movie is out of this world. Considering they didn't have enough equipment before. I'd surely recommend this movie to those people with great movie taste. 👌🏾","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXybYmhyIDweFFt396FnaaEOKjvw2486s-eHScmUDdwccOy1GY=s128-w32-d-h32-cc-rp","Alec Capurso","3 years ago","There’s no business like the family business. Michael Corleone is son to Vito Corleone, head of the Italian mob and all-around family man. While Michael wants to stay away from the business, he finds himself drawn into it when his father is marked for assassination. Soon, Michael gets deeper and deeper into the criminal underworld, so far that it may seem that he won’t get out. This acclaimed film is a classic because it’s not just a crime film, it’s a family drama. Thanks to its iconic casting and some slick storytelling, this is the film that all families should enjoy.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUW3ORMyOA9R5nIWCwBmLkGcbFuhDwOg8onnKOHgXx2ftu7SzXV=s128-w32-d-h32-cc-rp","Doris L","4 years ago","If you are a sucker for character development, you will love this movie! Brando and Pacino steal the show as the Patriarch and succeeding son respectively. Michael's arc will intrigue you in a way that leaves you wanting more from him (in the sequel). I love what Brando does with Vito making the Patriarch a fearful but also a humble and respectful mafia boss. Fantastic writing by Puzo and Coppola and beautiful scoring by Nino Rota!","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVkmelPTqJaQQT8pMAgwuvdv0iSZGuvSnq5rJ5nagR0D3eg6GMjug=s128-w32-d-h32-cc-rp","Axay D Bamania","6 years ago","I just seen these three movie and believe me it is one of the greatest movie i ever show..I have seen all the 100 best imbd movie bt these three..desert is last...just love each and everything about the movie from dialogues to the cinematography.. last scene om third part where Al Pacino dies..two puppies playing around...cold killind..Business ethics... Politics Power everything...Many life lessons have to learn from these three movie...its 25/11/2018 when i am posting this review. This movie is the deal no one should ever refuse. MUST WATCH MOVIES.","You and 5 other people found this helpful.","5 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVWqjCmzLfBCnG8Bgr7J-0RrSLVE9muLnvKPfpUHLOyRw1OOYjM=s128-w32-d-h32-cc-rp","William S. Vincent","2 years ago","One of the best if not the best “Mafia/gangster” movies ever made. Virtually the actors from Marlon Brando, Al Pacino, James Caan, Diane Keaton and Robert Duvall were impeccable and nearly flawless. The director Francis Ford Coppola I think got the best out of everyone which resulted in a movie that I can watch over and over and over again, enjoy it just as much and learn some new things about it.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJPzi-GJBP5evjcXErTly-WFhENV6-n7b0h1RCuF4NnphM9LQ=s128-w32-d-h32-cc-rp","Bethany Herrera","11 months ago","One of my favorite movies, and in my expert opinion… One of the best movies of all time. Some people say it’s a little slow and boring, but I absolutely love the drama and slow pace. It doesn’t feel rushed. It’s more like savoring the movie and all the details. They make it feel very Italian and exclusive. I love this movie & would Recommended to people who aren’t in a rush, to people who love series, and to people who love crime dramas","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXucIJ5V-KwCYS2wHGIZxqX1h_CRh_A3hh6cHqxpc7X7kTG_YRNGw=s128-w32-d-h32-cc-rp","Pragyan Khati","a year ago","The Godfather is definitely one of the greatest cinematic movies to come out. Al Pacino, Marlo Brando are beautifully phenomenal and the plot of this movie is overwhelming considering the fall and rise of Al Pacino. This movie manages to blend essential cinematic components in certain proportion which is really essential for a movie to be ""A+"". The movie, in my terms is the best movie and i watch it every time i am bored.","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVsWrdqptUcModNk9PJaCFeZ1qv6ejpZXjOPx__MLACjmz8qK17=s128-w32-d-h32-cc-rp","Arjun Nataraj","a year ago","The Godfather Part 1 and its follow up Part 2 are perhaps the greatest movies ever made in cinematic history. For me, there is no movie which can reach the level these movies have reached. Best acting from Al Pacino and Marlon Brando. You have got to be lucky to see two legends on the screen. All thanks to Francis Coppola for his amazing directing.","You and 7 other people found this helpful.","7 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJlzhCgz818FZiqSFyTXEniYpKsjZTP0BLfcrfY6sEk3_wNDw=s128-w32-d-h32-cc-rp","Lovy Uppal","a year ago","To be able to understand the quality of this movie, we may have to sit back, close our eyes and dial back into a time where moon landing was a new achievement, a time when there is still 4 years to go before the first VHS is sold and 3 years to go before P6060, the first preassembled PC is sold with a whooping 48 kilobytes of RAM...

All I want to say is, in those days technology was less and expensive, most of the movie was dependent on precise direction and acting with no jazzy Image stabilization and pop filters in the market. For that time, it's a masterpiece!!!","You and 5 other people found this helpful.","5 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVdP4ATOiLLkhNGrUXSAnXczvp_uE-OiE-0mIcbdeIk-WMXfB3X=s128-w32-d-h32-cc-rp","dhana ty","4 years ago","After all these decades of super-Hyped this movie created, me and other friends watched in order to see what Great thing it has compared to any. Finally wasted 3hrs ! :(.. in today’s world, this movie can be shot as a short YouTube film within like 10mins out together.. 1971 it was overhyped and all who was born and living at that time were boasting off about it till now which made us watch it and there was ZERO thing in it. anyway, atleast we have reviews now which stops people from wasting their time. Better read the 2 sentence storyline in Wikipedia rather than wasting 3hrs.","You and 66 other people found this helpful.","66 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVXOzBbLg-56on5c3Tp7wBlykYOsfYgGuWG4WQVejaIkE7NfIAF=s128-w32-d-h32-cc-rp","Pangri Teron","7 years ago","I watched the GODFATHER TRILOGY, after almost 4 decades in 2018.. It took me just a few couple of days to complete the 3 part chronicles which spanned over 2 decades of production since its inception.. 
The first production starring marlon brando with Al pucino had the best intro to the Sicilian Gangster storyline.. Marlon Brando's representation of Godfather has the lasting imprint even after Michael Corleone took his former's business..  The story had a good flow accompanying with the series of tragedy in their life through the eys of michael who exiled when he avenged for his father's attempted assasination.
The sequels were made to extend the empire of Michael Corleone and sidely depict the backstory of Vito Corleone's story. With lengthy storyline lastig about 3 hours of movie time","You and 148 other people found this helpful.","148 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWRYTa866YnteARJscrZ8jKN7PIHG4wVo_ZHINgrZ85jccYPTV2SQ=s128-w32-d-h32-cc-rp","Dhruv","6 years ago","⭐⭐⭐⭐⭐ After watching this movie I realise that why other movie can't beat this one. GODFATHER.  The name itself implies the weight of this movie. The only thing I was mesmerised about this movie was it's WORLD.  Whenever I put this movie on,  I enter that world of Crime, Gangsters,  Family,  Love,  Betrayal,  Revenge. Every scene is epic in this movie without any doubt. 
For me, what Brando did as Godfather was truly unbeatable by any actor included in the Franchise.  No doubt Pachino, Duvall had also stole the spotlight on themselves but Brando..  He's the only  GODfather","You and 3 other people found this helpful.","3 people found this helpful."
